,std1,std2,std3,comp1,comp2,comp3,mu1,mu3,mu2,seed,raw_mean,best_pred,best_sem
0,0.1,1.0,0.1,1.0,0.7740346582068894,0.2850013101795825,50.0,10.0,10.0,10,0.746,0.7539579918160851,0.00023372476207308965
1,0.1,0.6226663592895141,1.0,1.0,0.8048621763923131,1.0,50.0,10.0,10.0,11,0.662,0.7407851339541832,0.0009567692509633264
2,0.1,1.0,1.0,1.0,0.6782345505092017,1.0,50.0,10.0,10.0,12,0.747,0.7486188614481575,0.00027500217258843404
3,1.0,1.0,0.1,0.7455192428668027,0.2648686027069659,1.0,50.0,10.0,10.0,13,0.748,0.743631701108306,0.0004987812879477879
4,1.0,0.1,1.0,0.6050406275339204,1.0,0.0,10.0,10.0,50.0,14,0.655,0.7542664884548472,0.00022385768679160473
