,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,trial_status,generation_method,runtime,vol_frac_pred,vol_frac_sigma
0,0.558,0,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,63.000281,0.558,
2,0.558,1,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,61.759382,0.558,
13,0.558,2,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,57.40764,0.558,
24,0.558,3,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,64.290484,0.558,
35,0.558,4,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,58.906934,0.558,
46,0.561,5,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,50.461268,0.561,
57,0.56,6,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,69.847732,0.56,
68,0.558,7,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,63.91755,0.558,
79,0.564,8,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,67.214628,0.564,
90,0.564,9,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,62.374752,0.564,
1,0.555,10,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,70.354123,0.555,
3,0.556,11,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,53.354502,0.556,
4,0.568,12,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,63.488533,0.568,
5,0.562,13,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,62.999101,0.562,
6,0.562,14,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,60.867744,0.562,
7,0.563,15,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,54.497578,0.563,
8,0.56,16,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,55.158554,0.56,
9,0.556,17,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,45.106156,0.556,
10,0.563,18,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,57.756855,0.563,
11,0.566,19,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,70.360456,0.566,
12,0.563,20,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,61.766919,0.563,
14,0.555,21,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,54.372495,0.555,
