,std1,std2,std3,comp1,comp2,comp3,mu1,mu3,mu2,seed,raw_mean,best_pred,best_sem
0,0.7667,0.9539,0.3279,0.7463,0.7254,0.2377,11.64,10.00,3.333,10,0.708,0.7063,0.00006343
1,0.884,0.4669,0.4474,0.6062,1.000,0.2874,3.333,10.00,16.67,11,0.736,0.7518,0.00008040
2,0.8337,0.3912,0.3137,0.1690,0.5793,0.3798,3.333,10.00,13.85,12,0.732,0.7386,0.00007615
3,0.9763,0.7264,0.4182,0.696,0.2925,0.00e+00,14.76,10.00,3.686,13,0.7620,0.7395,0.0001024
4,0.8579,0.861,0.7121,0.4044,0.7293,0.5038,3.333,10.00,10.06,14,0.7520,0.7413,0.00005324
