,std1,std2,std3,comp1,comp2,comp3,mu1,mu3,mu2,seed,raw_mean,best_pred,best_sem
0,0.6594,0.1211,0.3829,0.01536,0.3325,0.2267,41.11,10.00,39.85,10,0.5400,0.5400,nan
1,0.7531,0.3919,0.3217,0.01428,0.450,0.2102,39.09,10.00,14.60,11,0.4760,0.4760,nan
