,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,trial_status,generation_method,runtime,vol_frac_pred,vol_frac_sigma
0,0.677,0,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,261.531116,0.677,
2,0.665,1,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,324.796566,0.665,
13,0.665,2,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,226.38028,0.665,
24,0.665,3,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,229.786397,0.665,
35,0.696,4,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,275.594618,0.696,
46,0.679,5,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,270.015202,0.679,
57,0.666,6,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,255.760779,0.666,
68,0.668,7,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,234.508831,0.668,
79,0.694,8,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,272.378389,0.694,
90,0.683,9,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,257.209592,0.683,
1,0.681,10,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,331.738616,0.681,
3,0.678,11,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,265.747427,0.678,
4,0.668,12,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,233.836464,0.668,
5,0.682,13,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,279.753473,0.682,
6,0.681,14,0_0,4.110809642295281,1.9501648801396492,4.297114130645474,0.9691742782386997,0.975341002514404,0.508104322675581,0.6090424627612779,0.7755265146048467,0.6416133447590692,COMPLETED,Uniform,242.983209,0.681,
