,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,5.000,1.000,1.000,0.2448,1.000,1.000,0.9588,1.000,0.00e+00,10,0.740,0.7386,0.0003443
1,5.000,1.000,5.000,0.7277,0.7277,1.000,1.000,0.5191,1.000,11,0.5110,0.7623,0.0001789
2,4.829,1.000,4.079,0.1000,0.8659,1.000,1.000,1.000,0.5635,12,0.738,0.7539,0.00008669
3,1.000,5.000,5.000,1.000,1.000,1.000,0.4951,1.000,1.000,13,0.6980,0.6976,0.004266
4,5.000,1.000,3.109,0.4554,1.000,1.000,0.5277,1.000,0.8511,14,0.6380,0.6928,0.0002951
