,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,trial_status,generation_method,comp3,runtime,vol_frac_pred,vol_frac_sigma
0,0.515,0,0_0,3.7724748365581036,3.60410350933671,1.438182633370161,0.3403067482635379,0.5369317093864083,0.7073257945477962,0.8691129963845015,0.07107173651456833,COMPLETED,Sobol,0.059815267100930214,8.600136,0.5042451533686941,0.02349912306512086
1,0.504,1,1_0,1.8702687621116638,1.664937388151884,1.9821835346519947,0.3581852127797902,0.5656230075284839,0.7829478454776109,0.5891895350068808,0.17233743704855442,COMPLETED,Sobol,0.23847302794456482,8.357948,0.5046852892357064,0.023705649117295665
2,0.459,2,2_0,4.9999999995216236,4.999999999748679,1.0,0.10000000003681152,0.10000000008206181,0.1,1.0,0.0,COMPLETED,FullyBayesian,0.0,81.829492,0.45112617461528304,0.017814981546112045
3,0.437,3,3_0,4.999999999002252,5.0,1.0,0.1,0.1,0.10000000013471201,1.0,0.0,COMPLETED,FullyBayesian,0.0,78.646886,0.4511261746178637,0.01781498154559108
4,0.313,4,4_0,5.0,5.0,4.9999999999999964,1.0,1.0,1.0,5.462158054787199e-16,1.0,COMPLETED,FullyBayesian,-4.440892098500626e-16,1.967056,0.31844928195987265,0.025449041038042117
