,index,rm_scl,rm_comp,order,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,raw_mean,best_sem,seed,best_pred
1,1,True,True,True,50.00,10.00,10.00,1.000,1.000,0.1000,0.5813,0.2071,0.2116,0.746,nan,11,0.746
6,6,True,True,False,50.00,10.00,10.00,1.000,1.000,0.1000,0.7183,0.1087,0.1729,0.6520,0.0004164,11,0.7228
11,11,True,False,True,50.00,10.00,10.00,0.1000,1.000,1.000,1.000,0.5706,0.00e+00,0.6400,0.0007534,11,0.7478
16,16,True,False,False,50.00,10.00,10.00,0.1000,0.6227,1.000,1.000,0.8049,1.000,0.6620,0.0009568,11,0.7408
21,21,False,True,True,5.000,1.000,1.000,0.2632,1.000,1.000,0.5058,0.4680,0.02616,0.7620,0.0001820,11,0.7598
26,26,False,True,False,1.000,5.000,1.000,0.6642,1.000,1.000,0.2598,0.7402,1.11e-16,0.6460,0.0002565,11,0.731
31,31,False,False,True,5.000,1.000,5.000,0.7277,0.7277,1.000,1.000,0.5191,1.000,0.5110,0.0001789,11,0.7623
36,36,False,False,False,1.000,3.026,5.000,1.000,1.000,1.000,1.000,1.000,1.000,0.6600,0.0005536,11,0.7211
