,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,trial_status,generation_method,runtime,vol_frac_pred,vol_frac_sigma
0,0.668,0,0_0,3.90883207321167,1.4598201215267181,3.9024465084075928,0.391926908493042,0.3216787278652191,0.11284876856952906,0.44999873638153076,0.21019288897514343,0.9040491580963135,COMPLETED,Sobol,87.418209,0.6582089006624455,0.027433903109324448
3,0.661,1,1_0,1.4832294322550297,4.622854020446539,1.8770184107124805,0.997223609406501,0.7808865854516626,0.9148976150900126,0.9055434931069613,0.5258402321487665,0.43215073738247156,COMPLETED,Sobol,359.134606,0.655527127896834,0.027635998712429066
15,0.658,2,2_0,2.3698662742972374,2.375256072729826,4.291841842234135,0.3178933111950755,0.6480241171084344,0.587454919051379,0.07985372375696898,0.9669664707034826,0.08809249103069305,COMPLETED,Sobol,152.255388,0.6407474644262776,0.02643339801010655
27,0.621,3,3_0,4.803502395749092,3.542317498475313,2.301587648689747,0.6124872080050409,0.4560037586838007,0.4895196576602757,0.5022566327825189,0.2689415169879794,0.6221247101202607,COMPLETED,Sobol,82.64649,0.6239564826987721,0.026280370664063822
39,0.602,4,4_0,4.242781966924667,2.870648719370365,1.072709333151579,0.742345878854394,0.42188976816833024,0.28535322081297637,0.14233722537755966,0.8509648954495788,0.20513715036213398,COMPLETED,Sobol,100.262423,0.6090362128666226,0.028318665096077587
45,0.64,5,5_0,2.67668429762125,3.2037246376276016,3.0825181417167187,0.19330993862822654,0.68070720275864,0.8341830760240555,0.689736919477582,0.41617687977850437,0.7394631011411548,COMPLETED,Sobol,110.207958,0.6433638778421477,0.024756002142931204
46,0.665,6,6_0,1.5317428298294544,1.7940192222595215,2.7467886358499527,0.860333445481956,0.9978103937581182,0.7670073582790792,0.26248745154589415,0.10786408744752407,0.7710132990032434,COMPLETED,Sobol,200.499231,0.6549993706093208,0.02853229001723359
47,0.64,7,7_0,3.1064085625112057,4.130878560245037,4.721427366137505,0.5094797066412866,0.10618046084418893,0.4158213482238352,0.8430299470201135,0.6594047350808978,0.2995535610243678,COMPLETED,Sobol,94.734684,0.6337876490819521,0.02833000614522816
48,0.687,8,8_0,3.319310586899519,2.0433245599269867,2.842762354761362,0.1380267383530736,0.856350181531161,0.5442271100357176,0.2356300950050354,0.8102383501827717,0.17579786852002144,COMPLETED,Sobol,232.576808,0.6642849652518887,0.03110700964766142
49,0.7,9,9_0,1.7603081203997135,3.882122538983822,4.813441906124353,0.6868575449101627,0.24591558352112772,0.642164533957839,0.6589497420936823,0.48525258246809244,0.6437948169186711,COMPLETED,Sobol,162.649537,0.6962527566713067,0.02066102489767742
1,0.644,10,10_0,1.0,1.0,5.0,1.0,0.18545144488876952,1.0,0.6609760791554626,0.0,1.0,COMPLETED,FullyBayesian,463.049601,0.6477327462639062,0.029142342436218466
2,0.68,11,11_0,1.0,3.975045567893095,5.0,0.7712321358405944,0.1,0.1,0.5000432297987235,0.19288161423880906,1.0,COMPLETED,FullyBayesian,1222.361463,0.6721944185061198,0.027259005702056055
4,0.649,12,12_0,1.0,1.0,5.0,0.1,1.0,0.1,1.0,1.0,0.0,COMPLETED,FullyBayesian,1972.2499,0.6480044576087486,0.029242959196083895
5,0.637,13,13_0,1.0,1.0,5.0,0.1,1.0,0.1,0.0,0.6730936498923994,1.0,COMPLETED,FullyBayesian,463.641795,0.6373894944649201,0.028634910931828544
6,0.717,14,14_0,1.0,5.0,5.0,0.8162281531000367,1.0,0.8069719194078536,0.48006021069133764,1.0,1.0,COMPLETED,FullyBayesian,2837.82567,0.7109225435229467,0.025599001328093174
7,0.0,15,15_0,1.0,5.0,5.0,0.1,1.0,0.6535973068533836,0.0,0.0,0.0,COMPLETED,FullyBayesian,1746.607071,0.008640214542986024,0.030897378145479874
8,0.734,16,16_0,1.0,5.0,5.0,0.6426559869411544,0.2628893789312661,1.0,0.407216278328948,0.48408983734521344,0.5657896172534365,COMPLETED,FullyBayesian,1878.486101,0.6970248069795072,0.036175449782119735
9,0.637,17,17_0,3.519484140806719,1.0,3.006980494520994,0.1,1.0,1.0,0.0,1.0,0.0,COMPLETED,FullyBayesian,697.631268,0.6341486073865631,0.027742467035829735
10,0.744,18,18_0,1.580735717135068,5.0,5.0,1.0,0.1,0.6155754229140209,0.6142310331254676,1.0,1.0,COMPLETED,FullyBayesian,1127.008855,0.7112907104990835,0.03573372577847495
11,0.71,19,19_0,1.0547381794355695,3.6821137184534307,4.982318540552617,0.6980932674759157,0.4501575424874632,0.520022417234663,0.6158493366412792,0.4891253951280856,0.6643818671943287,COMPLETED,FullyBayesian,1128.974371,0.7021949877666911,0.020078984225136053
12,0.503,20,20_0,1.0,1.0,4.371070539369118,0.1,0.1,0.40512377239776887,0.39422565080208677,0.4992755955652335,0.49183572223499683,COMPLETED,FullyBayesian,355.111818,0.5316103996819431,0.03954459474105371
13,0.697,21,21_0,1.0,3.8983459607930517,5.0,0.8295388349639268,0.2641950460607982,0.5913139045187256,1.0,0.39884294352421656,0.8566443636936649,COMPLETED,FullyBayesian,1548.10658,0.6969962292062524,0.025682267924081265
14,0.0,22,22_0,1.9984196814517916,3.7312471406363277,5.0,1.0,1.0,0.1,0.0,0.0,0.0,COMPLETED,FullyBayesian,763.966165,0.016193736699886996,0.0332433390783826
16,0.659,23,23_0,2.3476807091456418,5.0,5.0,1.0,1.0,0.1,1.0,0.34547121770906664,1.0,COMPLETED,FullyBayesian,1124.675642,0.665640222053547,0.02781655528505114
17,0.705,24,24_0,5.0,1.0,4.003463547293993,1.0,1.0,0.6588027628171353,1.0,1.0,1.0,COMPLETED,FullyBayesian,1529.86947,0.6913921142986155,0.02636225606478977
18,0.614,25,25_0,1.0,1.0,1.0,1.0,1.0,0.1,0.671309246710565,1.0,1.0,COMPLETED,FullyBayesian,572.077123,0.6204547969300328,0.02892569789191687
19,0.633,26,26_0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,0.6098112417538352,COMPLETED,FullyBayesian,2688.149154,0.6331853693110074,0.02646632455070454
20,0.506,27,27_0,5.0,5.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,COMPLETED,FullyBayesian,1216.642414,0.5173949685981881,0.031074828390332664
21,0.519,28,28_0,5.0,5.0,1.0,1.0,0.1,1.0,0.0,0.5328656088120615,1.0,COMPLETED,FullyBayesian,1480.976189,0.5249658464376997,0.029074331978757768
22,0.653,29,29_0,5.0,5.0,5.0,0.1,1.0,1.0,1.0,1.0,0.39970290832631106,COMPLETED,FullyBayesian,1907.779518,0.6469063604780801,0.026017806393185537
23,0.618,30,30_0,5.0,5.0,5.0,1.0,1.0,1.0,0.24211577408962365,0.44080519754496555,1.0,COMPLETED,FullyBayesian,2552.745951,0.626872708158885,0.02713609699358078
24,0.711,31,31_0,1.0,5.0,5.0,1.0,0.40129128750324317,1.0,1.0,1.0,0.6022905259224165,COMPLETED,FullyBayesian,2238.675501,0.6931026450411787,0.03030315633395208
