,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,1.000,4.418,3.933,0.4000,1.000,0.6278,0.1107,0.5370,0.3523,10,0.711,0.7226,0.00008225
1,5.000,1.186,3.380,0.5749,0.8373,0.3868,0.3657,0.2036,0.4307,11,0.712,0.7450,0.00005462
2,1.000,3.597,4.022,0.6790,0.1000,0.2618,0.5544,0.4456,1.97e-10,12,0.736,0.7356,9.70e-06
3,4.430,1.000,3.083,0.9493,0.680,0.4653,0.7292,0.2532,0.01763,13,0.747,0.7414,0.0001122
4,1.000,3.968,1.802,0.9194,1.000,0.9507,0.3214,0.4565,0.2221,14,0.6500,0.7505,0.00007338
