,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,trial_status,generation_method,runtime,vol_frac_pred,vol_frac_sigma
0,0.615,0,0_0,4.702234230935574,4.477120611816645,2.5628173425793648,0.23294580625370145,0.7158606112934649,0.9730912937782705,0.7225607018917799,0.018317448906600475,0.8172992393374443,COMPLETED,Sobol,114.917628,0.6178713634964248,0.010310701873533416
3,0.666,1,1_0,4.2051616832613945,2.234373640269041,1.3113074712455273,0.1491888651624322,0.6020242769271136,0.6263374891132116,0.14630936179310083,0.6970476377755404,0.3407191811129451,COMPLETED,Sobol,154.198422,0.6634450810483162,0.010110384513963809
15,0.542,2,2_0,1.2622589357197285,1.946451235562563,4.535471007227898,0.12641581930220128,0.1555299802683294,0.5565573262982072,0.7002227818593383,0.2763628577813506,0.04334403108805418,COMPLETED,Sobol,45.167301,0.5483965288528818,0.010401494232483635
27,0.625,3,3_0,3.962014488875866,3.8230842910706997,2.2157935611903667,0.19261187445372344,0.48511540256440644,0.5223143969662488,0.07968682795763016,0.8731412244960666,0.6280418960377574,COMPLETED,Sobol,93.426775,0.6260204505982017,0.010277591637315836
39,0.62,4,4_0,1.0158612579107285,1.045792181044817,2.287690106779337,0.25351933343335986,0.5339169106446207,0.6455551261082292,0.8473147712647915,0.19364087469875813,0.7424405971542001,COMPLETED,Sobol,64.011374,0.618572094609984,0.010387727479313548
51,0.572,5,5_0,1.5129335671663284,3.2905647717416286,1.5859849154949188,0.1124134946614504,0.41834335643798115,0.9674832590855658,0.27106701117008924,0.5286211846396327,0.21904450096189976,COMPLETED,Sobol,58.378134,0.5754196457798796,0.010379984600298894
63,0.612,6,6_0,1.8181582614779472,2.9134601652622223,4.478076655417681,0.3360604987479746,0.6080980327911675,0.7907469666562974,0.5472733080387115,0.7977389600127935,0.43219057470560074,COMPLETED,Sobol,100.823079,0.6121267429123197,0.010383634463428966
75,0.646,7,7_0,2.152220953255892,1.8018167726695538,1.3380309119820595,0.6398547220043838,0.9258269529789687,0.9276240305043757,0.7549250591546297,0.15096073411405087,0.6460385862737894,COMPLETED,Sobol,102.3281,0.6471531679748472,0.010286088431001258
87,0.658,8,8_0,4.956688072532415,4.515002850443125,4.315038915723562,0.13506978396326305,0.8718284570612014,0.8968924840912222,0.8254689471796155,0.45162524841725826,0.3913962561637163,COMPLETED,Sobol,165.199068,0.6560390001318945,0.010308256966407674
99,0.697,9,9_0,4.984395157545805,2.8995350040495396,1.803826779127121,0.5949510009028017,0.7275852593593299,0.7538183875381946,0.8955184742808342,0.3986890884116292,0.08594981394708157,COMPLETED,Sobol,174.42417,0.6806312128475515,0.004473657658429035
1,0.679,10,10_0,4.938243064760295,2.924463312951258,2.016881148912936,0.4739764079091755,0.749480351438877,0.749480351438877,0.7693421187636936,0.46392349167126784,0.1638133019917705,COMPLETED,GPEI,200.512801,0.6832773739494709,0.007479376411612507
2,0.666,11,11_0,4.948055783173526,2.8646961449712682,1.6269499985867393,0.7200237808533427,0.7338620980308642,0.7699083748551224,1.0,0.3238494555748478,0.03771386296022929,COMPLETED,GPEI,235.210017,0.6697184235066502,0.00856770197912549
4,0.673,12,12_0,5.0,2.7840718541502287,1.4554309094044464,0.5306673822613626,0.6180883844677239,0.678246861097742,0.868265330289789,0.48083985994681944,0.016083773644092077,COMPLETED,GPEI,111.351406,0.6717073518853027,0.008392531406856162
5,0.681,13,13_0,5.0,3.3215806099744136,2.5331227278821604,0.5428655929372715,0.7794062209901415,0.8107246843532483,0.9674594559790707,0.37874582942388385,0.11156705532979051,COMPLETED,GPEI,228.208875,0.6762502619965965,0.007683205762275645
6,0.687,14,14_0,4.969677844313463,2.522400323065737,1.54074415339725,0.6503324035066317,0.7915753450208272,0.7915753450208272,0.7767772239098442,0.3627354401634756,0.1922431887869179,COMPLETED,GPEI,269.742579,0.6883165230752387,0.007176823118619429
7,0.668,15,15_0,5.0,3.593522515647452,1.6340632017010375,0.6615291211450184,0.7525273263872321,0.7525273263872321,0.8601138900816595,0.43624417674470145,0.0,COMPLETED,GPEI,162.93941,0.6673090569423689,0.0085752835606514
8,0.687,16,16_0,5.0,2.4926068792911655,2.2218688134991513,0.5015942401310204,0.7219026094525677,0.7219026094525677,1.0,0.3601072963124033,0.10674418841759958,COMPLETED,GPEI,200.825831,0.6907655124940508,0.005494534190767353
9,0.685,17,17_0,5.0,2.399260785621765,2.0107106158573433,0.52174993696952,0.7246627008498667,0.7246627008498667,0.9471296060100742,0.3752898896632201,0.14055859044646749,COMPLETED,GPEI,202.286368,0.694662234580021,0.004496239471782933
10,0.708,18,18_0,5.0,2.5147546304866486,2.11561663962023,0.5159648919387073,0.7293090908490641,0.7293090908490641,0.9659252993591746,0.3732649068205459,0.13664641907858344,COMPLETED,GPEI,184.842059,0.6919312094857538,0.004294957842038216
11,0.66,19,19_0,5.0,2.91074589088908,2.057567347421081,0.570576416984435,0.6398969471902861,0.8639021966728028,0.8590228492487233,0.4143794413425305,0.10651794425758113,COMPLETED,GPEI,161.684267,0.6691050948538817,0.008348919579020194
12,0.689,20,20_0,5.0,2.9064469173543417,1.3313806018199577,0.533972211065938,0.7866354685065048,0.7866354685065046,0.9314342671422827,0.37211210568856357,0.17273641250549968,COMPLETED,GPEI,150.875526,0.6855698864359578,0.005727057163322784
13,0.681,21,21_0,5.0,2.7192320410332727,1.490499301545882,0.524577480027661,0.7863616721100042,0.7863616721100042,0.8942762522231498,0.33777186381084595,0.10970584480669894,COMPLETED,GPEI,182.498799,0.6885244920865005,0.005225878928529546
14,0.681,22,22_0,5.0,2.773533793688195,1.8504850902870285,0.5442366333262121,0.7721059623763803,0.7721059623763802,0.8078725186471035,0.30514855721647854,0.04875394936616283,COMPLETED,GPEI,186.1443,0.6840790720055108,0.005853588400587411
