,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,trial_status,generation_method,runtime,vol_frac_pred,vol_frac_sigma
0,0.65,0,0_0,4.382188756018877,1.0150535590946674,4.7790606543421745,0.8888013072311878,0.9105418149381876,0.9818157904781402,0.14646757300943136,0.32295697927474976,0.1056170491501689,COMPLETED,Sobol,349.715767,0.6448199017768964,0.014473675490126089
3,0.67,1,1_0,3.6919190920889378,2.544447910040617,1.169828113168478,0.10129795111715795,0.6431614154949784,0.877301880903542,0.4378038104623556,0.7347206706181169,0.8834716305136681,COMPLETED,Sobol,142.477041,0.6674264988045271,0.01340224591822638
15,0.607,2,2_0,1.6857017278671265,1.6911275126039982,4.297563184052706,0.15531434575095773,0.406043061055243,0.8062510743737221,0.5876040328294039,0.2901888284832239,0.7183071710169315,COMPLETED,Sobol,60.89895,0.6069175351766363,0.013851278504509614
27,0.631,3,3_0,1.3504455536603928,3.9682748839259148,3.9481460079550743,0.22210580352693798,0.5045451620593667,0.6930896332487464,0.4961512517184019,0.9122854340821505,0.024227173067629337,COMPLETED,Sobol,69.150471,0.6319236609564655,0.012999946037265621
39,0.671,4,4_0,2.2170069254934788,3.380828257650137,4.9226910546422005,0.6466461942531169,0.7063255669549108,0.8481964882463217,0.3797973580658436,0.9834367539733648,0.08570612501353025,COMPLETED,Sobol,110.098611,0.6664958716340735,0.012984219056950077
45,0.575,5,5_0,4.330121379345655,3.519806172698736,2.2549302764236927,0.18341293856501578,0.27319387048482896,0.3350508188828826,0.3307358315214515,0.8567587966099381,0.15799815766513348,COMPLETED,Sobol,55.75285,0.5767835926063529,0.01348800519941898
46,0.642,6,6_0,1.904224831610918,4.913200918585062,1.0009177438914776,0.5341495436616243,0.833080979809165,0.954636441823095,0.20445879269391298,0.0838839253410697,0.9250848442316055,COMPLETED,Sobol,146.910159,0.6388535316970666,0.014094911399464106
47,0.665,7,7_0,1.2798758186399937,2.040176086127758,4.821197889745235,0.537768313009292,0.5728824950754644,0.5869448131881655,0.7227100729942322,0.8123931242153049,0.8425485352054238,COMPLETED,Sobol,106.968715,0.6587544602490257,0.013332201805991489
48,0.582,8,8_0,4.009285520762205,3.131104525178671,4.1789791993796825,0.3153565022163093,0.3368094880133867,0.42016554027795794,0.18971296213567257,0.6331676440313458,0.6357530150562525,COMPLETED,Sobol,72.40989,0.5852003053754892,0.013309816318758402
49,0.638,9,9_0,1.6937425024807453,4.301843497902155,3.424540389329195,0.38660539742559197,0.6716901533305645,0.9255525738932192,0.31417014822363853,0.4227699963375926,0.3999095447361469,COMPLETED,Sobol,90.086362,0.6393886931780188,0.01303766751845515
1,0.691,10,10_0,1.0,1.5951923622110642,1.0000000000068165,0.8221466023969053,1.0,1.0,1.0,1.0,0.9999999999751681,COMPLETED,FullyBayesian,1238.322202,0.6760662066821708,0.013104749219161415
2,0.658,11,11_0,3.7106435903351347,3.3356998154373176,4.999999974435136,0.10000000088350706,0.9999999996925026,0.9999999995684627,1.0,0.9999999990037423,0.9999999949718208,COMPLETED,FullyBayesian,3598.502653,0.6701209028241917,0.012959822102492599
4,0.648,12,12_0,4.287493281154681,4.999999999999995,4.999999999999984,0.9999999999999979,0.9999999999999813,0.9999999999999964,1.0,0.999999999999989,0.9999999999999984,COMPLETED,FullyBayesian,2115.046286,0.6345385450463545,0.009691784175235358
5,0.738,13,13_0,4.192799731916906,1.0,4.999999999999563,0.10000000000073699,0.9999999999970899,0.9999999999991579,1.0,1.0,1.0,COMPLETED,FullyBayesian,2512.947832,0.7341823849646909,0.008680287355990414
6,0.609,14,14_0,4.999999999999899,4.999999999999917,4.999999999999881,0.9999999999999535,0.9999999999999308,0.9999999999999934,0.9999999999999439,0.9999999999998659,0.9999999999999599,COMPLETED,FullyBayesian,1241.491689,0.6299910871495649,0.00889321485773966
7,0.631,15,15_0,1.0,2.587504239775008,5.0,1.0,0.9999999999999998,1.0,7.619380079800607e-18,0.9999999999999998,0.9999999999999999,COMPLETED,FullyBayesian,8008.099144,0.6344544629381123,0.012740890534905456
