,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,2.195,2.682,2.256,0.5993,0.5988,0.9157,0.7314,0.8109,0.01449,10,0.5170,0.5170,nan
1,1.000,1.000,5.000,1.000,0.1000,0.1000,1.000,0.00e+00,1.000,11,0.485,0.485,nan
