,std1,std2,std3,comp1,comp2,mu1,mu3,mu2,comp3,seed,raw_mean,best_pred,best_sem
0,0.5722837799460218,0.6066143861101443,0.10000000000000017,0.2797051344238524,0.7202948655761459,10.00000000000002,10.0,49.99999999999993,1.7763568394002505e-15,10,0.776,0.7529946714063306,0.00044909095057219965
1,1.0,1.0,0.1,0.7183400721637437,0.10874075129371975,50.0,10.0,10.0,0.17291917654253652,11,0.652,0.722807577875387,0.00041640497963191405
2,0.9999999996403034,0.999999999951998,0.10000000001961247,0.5909944795685018,0.14944026683478143,30.840169965980046,10.0,10.000000001398085,0.2595652535967168,12,0.716,0.7437713958412003,0.0001408473944526721
3,1.0,1.0,1.0,0.6232774371732248,0.36220343551457673,50.0,10.0,10.0,0.01451912731219851,13,0.725,0.7339540718640064,0.000590837562293558
4,1.0,1.0,0.10000000000000002,0.3670701075405949,0.18253040052380515,38.51748812682584,10.0,10.0,0.4503994919356,14,0.521,0.741758604265252,0.0004750283511333126
