,std1,std2,std3,comp1,comp2,mu1,mu3,mu2,comp3,seed,raw_mean,best_pred,best_sem
0,0.5723,0.6066,0.1000,0.2797,0.7203,10.00,10.00,50.00,1.78e-15,10,0.7760,0.753,0.0004491
1,1.000,1.000,0.1000,0.7183,0.1087,50.00,10.00,10.00,0.1729,11,0.6520,0.7228,0.0004164
2,1.000,1.000,0.1000,0.591,0.1494,30.84,10.00,10.00,0.2596,12,0.716,0.7438,0.0001408
3,1.000,1.000,1.000,0.6233,0.3622,50.00,10.00,10.00,0.01452,13,0.725,0.734,0.0005908
4,1.000,1.000,0.1000,0.3671,0.1825,38.52,10.00,10.00,0.4504,14,0.5210,0.7418,0.0004750
