,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,1.870,1.665,1.982,0.3582,0.5656,0.7829,0.5892,0.1723,0.2385,10,0.5440,0.5440,nan
1,4.969,4.131,4.100,0.3371,0.6415,0.8951,0.3468,0.4614,0.1918,11,0.5690,0.5690,nan
