,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,trial_status,generation_method,runtime,vol_frac_pred,vol_frac_sigma
0,0.54,0,0_0,4.020912408828735,3.6482462882995605,1.5195159316062927,0.2435818001627922,0.17623656764626505,0.18459391519427298,0.4742829203605652,0.46988731622695923,0.5271613597869873,COMPLETED,Sobol,51.783108,0.5481684260047586,0.018154085779826728
3,0.661,1,1_0,1.7926623187959194,1.3499736040830612,3.4045107550919056,0.8213407858274877,0.7578899020329117,0.8066809964366257,0.6898246919736266,0.7491083312779665,0.36849215254187584,COMPLETED,Sobol,139.311342,0.6636511118529297,0.017504576136752287
15,0.676,2,2_0,2.5719151087105274,4.268334791064262,2.7209363095462322,0.34889475237578155,0.9160458134487272,0.7317582678049803,0.20049561746418476,0.8930058432742953,0.1538668554276228,COMPLETED,Sobol,272.888376,0.6771804729653104,0.017021695066196236
27,0.669,3,3_0,3.3665837459266186,2.722003899514675,4.359370410442352,0.6737450246699155,0.3481236734427512,0.4471437207423151,0.9790256852284074,0.13701053615659475,0.9990593669936061,COMPLETED,Sobol,179.626044,0.6663941751687924,0.01747718592977256
39,0.662,4,4_0,3.8706823624670506,4.586579538881779,3.683803364634514,0.6187019424512983,0.5291699371300638,0.25615332555025816,0.1195590877905488,0.7588579198345542,0.10161997098475695,COMPLETED,Sobol,70.006726,0.6622895332121506,0.016507441501158078
45,0.649,5,5_0,2.0676939450204372,2.4152637720108032,1.298786636441946,0.5164312430657446,0.8474861320108176,0.990877737570554,0.8414563853293657,0.022638055495917797,0.7602891623973846,COMPLETED,Sobol,74.160748,0.6485369875749949,0.01757353429784373
46,0.716,6,6_0,1.2884301133453846,3.4664450883865356,4.576111529022455,0.9915131486952304,0.5768473733216525,0.5775546316057444,0.33060217555612326,0.36941600777208805,0.7327288705855608,COMPLETED,Sobol,227.982106,0.701845378183626,0.019551017548486125
47,0.604,7,7_0,4.525022964924574,1.5431573167443275,2.437697447836399,0.18590115932747722,0.24479311844334006,0.4053576870821417,0.6145112030208111,0.5980999823659658,0.38753636088222265,COMPLETED,Sobol,56.922446,0.5988437927593431,0.017627319071531547
48,0.669,8,8_0,4.856665700674057,4.00837292522192,4.841510146856308,0.468247233144939,0.6979391350410878,0.5404397496022284,0.0430430993437767,0.8504119571298361,0.044291285797953606,COMPLETED,Sobol,164.09144,0.6635461838756863,0.017118822200209112
49,0.661,9,9_0,1.082017444074154,2.9931652396917343,2.2035798244178295,0.5966894243843853,0.1161763656884432,0.7057153375819325,0.7615678487345576,0.11809549666941166,0.827990042977035,COMPLETED,Sobol,120.046197,0.6577954560284353,0.017713048198601665
1,0.0,10,10_0,1.0,5.0,5.0,1.0,0.7324350462995926,1.0,0.0,0.0,1.0,COMPLETED,FullyBayesian,209.817797,0.009659971203610285,0.01955825996800451
2,0.639,11,11_0,1.0,5.0,5.0,1.0,1.0,0.41452177212457,1.0,0.0,0.0,COMPLETED,FullyBayesian,505.186683,0.6389340238442451,0.01797505815199459
4,0.515,12,12_0,1.0,5.0,5.0,1.0,0.1,1.0,0.0,1.0,1.0,COMPLETED,FullyBayesian,312.891195,0.515858405372041,0.017172909198158125
5,0.645,13,13_0,1.0,2.5928074786373205,5.0,1.0,1.0,0.1,0.0,1.0,0.0,COMPLETED,FullyBayesian,1668.165635,0.6420100202135354,0.018030282998132058
6,0.693,14,14_0,1.0,2.954473788717873,1.0,1.0,1.0,0.4816086556243854,1.0,1.0,0.8254559633378267,COMPLETED,FullyBayesian,1863.252127,0.6908120576496962,0.01684501220881687
7,0.647,15,15_0,1.0,1.0,5.0,1.0,0.1,0.1,1.0,0.17398831458764902,0.0,COMPLETED,FullyBayesian,1182.694213,0.6459296123915172,0.017739429756810525
8,0.647,16,16_0,3.32740044468499,3.432478211658841,5.0,1.0,0.1,1.0,1.0,1.0,0.0,COMPLETED,FullyBayesian,1510.690611,0.64304009738643,0.017755088970679046
9,0.612,17,17_0,5.0,1.0,5.0,1.0,1.0,0.1,0.35613256210240646,1.0,1.0,COMPLETED,FullyBayesian,760.205721,0.6175798238207247,0.01803874913005176
10,0.495,18,18_0,1.0,3.0970283844109012,5.0,0.1,1.0,0.1,1.0,0.37287919301898287,0.0,COMPLETED,FullyBayesian,2201.488922,0.5007786203432636,0.018279817819459965
11,0.517,19,19_0,5.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,COMPLETED,FullyBayesian,3224.015453,0.5232383898482816,0.018175971986143534
12,0.636,20,20_0,1.0,1.0,5.0,1.0,0.1,0.44927621445031174,0.2773259177448165,1.0,0.0,COMPLETED,FullyBayesian,1144.275144,0.6410739409741766,0.018156873469398777
13,0.655,21,21_0,1.0,1.0,5.0,0.1,1.0,1.0,0.4194941856885407,0.5640030748401309,1.0,COMPLETED,FullyBayesian,1109.154314,0.6541596412172314,0.01780179408708628
14,0.697,22,22_0,1.0,4.221202139210679,1.0,1.0,1.0,0.1,1.0,1.0,0.0,COMPLETED,FullyBayesian,1660.382911,0.6932564195445731,0.01679462394163882
