,std1,std2,std3,comp1,comp2,mu1,mu3,mu2,comp3,seed,raw_mean,best_pred,best_sem
0,0.8143,0.2465,0.7179,0.0776,0.2344,15.35,10.00,13.20,0.688,10,0.5130,0.5130,nan
1,0.7859,0.2431,0.7406,0.6324,0.04253,6.734,10.00,9.803,0.3250,11,0.585,0.585,nan
