,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,4.974,4.445,4.903,0.1010,0.2104,0.1317,0.2620,0.00007653,0.7376,10,0.5020,0.5020,nan
1,4.671,1.014,4.621,0.1894,0.1777,0.1000,0.2895,0.1187,0.9925,11,0.5350,0.5350,nan
