,vol_frac,trial_index,arm_name,mu1_div_mu3,mu2_div_mu3,std1,std2,std3,comp1,comp2,trial_status,generation_method,comp3,runtime,vol_frac_pred,vol_frac_sigma
0,0.635,0,0_0,3.6657046414911747,4.391587115824223,0.5466022706590593,0.9681786770932377,0.21532330829650165,0.1950044333934784,0.1061813235282898,COMPLETED,Sobol,0.6988142430782318,113.444027,0.6196284944380134,0.024227579096171757
3,0.572,1,1_0,4.876826912164688,4.954233963042498,0.15013661533594133,0.2449614966288209,0.6319479746744037,0.4213501587510109,0.03504499699920416,COMPLETED,Sobol,0.543604844249785,64.990607,0.5637077957457792,0.022109784455924018
15,0.664,2,2_0,3.871003847569227,2.891210701316595,0.5701215079054237,0.6907730269245803,0.9617382523603737,0.02813186589628458,0.6170202046632767,COMPLETED,Sobol,0.35484792944043875,213.754962,0.6594341994287458,0.019747949347165148
27,0.65,3,3_0,2.381091196089983,1.7429002039134502,0.1180262265726924,0.5354683917015791,0.9019173730164767,0.2950485413894057,0.27169921528548,COMPLETED,Sobol,0.43325224332511425,104.270321,0.6498872248390375,0.019826323278196813
39,0.702,4,4_0,1.3711328729987144,3.680671337991953,0.6022298716008663,0.9821587209589779,0.572127955313772,0.15390693210065365,0.8145089335739613,COMPLETED,Sobol,0.031584134325385094,149.457554,0.6904671940125507,0.02052550566402941
45,0.632,5,5_0,1.6026968322694302,4.366524711251259,0.2947177914902568,0.6407637410797179,0.5013562896288931,0.31750904209911823,0.5792842758819461,COMPLETED,Sobol,0.10320668201893568,84.158994,0.6361870558548013,0.0182177901206989
46,0.654,6,6_0,1.170213058590889,1.1810468286275864,0.5092803531326354,0.6768478107638657,0.393925791233778,0.06930686440318823,0.33728135004639626,COMPLETED,Sobol,0.5934117855504155,177.348377,0.6521906841367531,0.018956765653254642
47,0.675,7,7_0,4.008430410176516,2.5915286391973495,0.1850509770214558,0.8915577681735158,0.8840486709028482,0.5337611474096775,0.20450143795460463,COMPLETED,Sobol,0.26173741463571787,246.458094,0.6707255188561122,0.019210665179835638
48,0.614,8,8_0,1.2117670886218548,3.093709986656904,0.13311039423570037,0.7807449949905276,0.8150407881475985,0.2279779640957713,0.7086305795237422,COMPLETED,Sobol,0.06339145638048649,90.542712,0.6214691911767842,0.01875731901988657
49,0.598,9,9_0,1.5309923589229584,2.3923476450145245,0.36151655912399294,0.9873609030619264,0.9255326509475708,0.47916593961417675,0.46672410890460014,COMPLETED,Sobol,0.054109951481223106,81.096063,0.6023481163430199,0.02106702786633468
1,0.661,10,10_0,5.0,1.0000000000002387,1.0,1.0,0.10000000000004355,0.0,1.0,COMPLETED,FullyBayesian,0.0,420.534194,0.653467725252648,0.015933397198176394
2,0.643,11,11_0,1.0000000000001312,4.38672983234627,0.9999999999999984,0.9999999999999993,0.41470547402151925,4.1954264745361595e-15,0.9999999999999927,COMPLETED,FullyBayesian,3.1086244689504383e-15,1540.189399,0.6484820775487681,0.016243838511409002
4,0.0,12,12_0,4.999999981478865,1.0000000027643217,0.9999999998466639,0.9999999998813615,0.7670769420762312,3.882364910091648e-11,1.2347880131717893e-12,COMPLETED,FullyBayesian,0.9999999999599416,466.220831,0.010294690068169188,0.021953636538943153
5,0.643,13,13_0,5.0,1.0000000000000056,0.1,0.9999999999999999,0.548051618770615,6.437495335659837e-16,0.999999999999999,COMPLETED,FullyBayesian,3.3306690738754696e-16,944.812218,0.6415633388874651,0.017232672153585978
6,0.644,14,14_0,4.999999997948388,5.0,0.9999999960373884,0.9999999979953171,0.6585265734391215,1.7135145364858009e-12,0.8771641186627781,COMPLETED,FullyBayesian,0.12283588133550838,1104.447972,0.6496538628979386,0.020311860005898207
7,0.632,15,15_0,2.9552630019397133,1.000007140257845,0.5102505362234948,0.5102505207209306,0.10000000171799774,2.2757562492735628e-11,0.9999999997740284,COMPLETED,FullyBayesian,2.0321400118206157e-10,897.797181,0.6170180929044127,0.016318271806463287
8,0.639,16,16_0,5.0,4.999999999999998,0.569997165349414,0.5699971653494145,0.10000000000000107,0.0,0.9999999999999991,COMPLETED,FullyBayesian,8.881784197001252e-16,1138.244635,0.6313979117803483,0.017606237961264946
9,0.529,17,17_0,5.0,1.0,0.1,0.1000000000000001,0.1,1.2365964170376256e-15,0.9999999999999959,COMPLETED,FullyBayesian,2.886579864025407e-15,1717.88222,0.5485102151419913,0.024065439184139045
10,0.638,18,18_0,2.507559839417336,1.0,0.6312104642578577,1.0,0.1,0.0,1.0,COMPLETED,FullyBayesian,0.0,1245.088827,0.6456400961863827,0.01411153953298869
11,0.512,19,19_0,1.0,1.0,0.1,1.0,0.1,1.0,0.0,COMPLETED,FullyBayesian,0.0,3674.624078,0.5123058302482866,0.020166402026374895
12,0.635,20,20_0,5.0,4.999999999980536,0.10000000000000467,0.9999999999999785,0.1,0.7019935385708259,0.29800646142914755,COMPLETED,FullyBayesian,2.653433028854124e-14,2059.704752,0.635018577866716,0.020269063562743612
