,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,trial_status,generation_method,runtime,trial_start_datetime,trial_complete_datetime,time_elapsed,vol_frac_pred,vol_frac_sigma
0,0.687,0,0_0,2.888187885284424,4.962372064590454,4.9231157302856445,0.9282866895198822,0.12545589189976455,0.3156507447361946,0.5789368748664856,0.33311858773231506,0.9833157062530518,COMPLETED,Sobol,17108.85396,2022-07-02 09:35:36.280490,2022-07-02 14:20:45.134450,17108.85396,0.6867913732441079,0.004213261856235874
3,0.668,1,1_0,3.2591191045939922,2.819168522953987,1.16273894906044,0.15882428027689457,0.6221616844646632,0.8078561945818364,0.379377668723464,0.6022705193608999,0.09814406465739012,COMPLETED,Sobol,9277.336101,2022-07-02 09:35:36.491924,2022-07-02 12:10:13.828025,9277.547535,0.6681523881160385,0.00421322483589914
15,0.676,2,2_0,4.334792289882898,3.281426075845957,3.1121253594756126,0.6781208072789013,0.7894200091250241,0.6174777152016759,0.9620470954105258,0.8847865080460906,0.4951995378360152,COMPLETED,Sobol,12727.83709,2022-07-02 09:35:36.641525,2022-07-02 13:07:44.478615,12728.198125,0.6760389925009574,0.004211536380247191
27,0.606,3,3_0,1.9550950303673744,1.4370198920369148,2.8488189429044724,0.43513720436021686,0.4080709636211396,0.4629628103226423,0.013235456310212612,0.179328597150743,0.6108404323458672,COMPLETED,Sobol,5240.966171,2022-07-02 09:35:36.804090,2022-07-02 11:02:57.770261,5241.489771,0.607418232635851,0.004213040258390725
39,0.68,4,4_0,1.183690432459116,3.629364550113678,1.6531927846372128,0.4968795754946769,0.4501712700352073,0.1003837930969894,0.7993877753615379,0.7689778953790665,0.29557419288903475,COMPLETED,Sobol,6717.087242,2022-07-02 09:35:36.962666,2022-07-02 11:27:34.049908,6717.769418,0.6799485445564253,0.004177428577644613
51,0.714,5,5_0,4.55547709017992,1.5271765105426311,4.385981190949678,0.5913279718719423,0.944212784152478,0.958090837020427,0.22484568133950233,0.04569390416145325,0.6603954080492258,COMPLETED,Sobol,14252.574221,2022-07-02 09:35:37.123237,2022-07-02 13:33:09.697458,14253.416968,0.7152959935239027,0.003790256051058904
63,0.653,6,6_0,3.6008746922016144,4.122246228158474,2.3430607430636883,0.32164090033620596,0.6650971201248467,0.7134398967027664,0.6830014223232865,0.44967080745846033,0.8079405929893255,COMPLETED,Sobol,6637.191887,2022-07-02 09:35:37.293780,2022-07-02 11:26:14.485667,6638.205177,0.6535357231899732,0.004212925193811324
75,0.652,7,7_0,2.2222751192748547,2.221199292689562,3.570966336876154,0.7896383903920651,0.27938091531395914,0.4179839504882693,0.359176610596478,0.7361529180780053,0.17358956579118967,COMPLETED,Sobol,9455.920556,2022-07-02 09:35:37.460335,2022-07-02 12:13:13.380891,9457.100401,0.6524930595830729,0.004212880135720892
87,0.681,8,8_0,2.293836794793606,3.0313842967152596,2.1449955105781555,0.660868460033089,0.5855099093168974,0.53865958256647,0.8268100777640939,0.8697851095348597,0.3318723374977708,COMPLETED,Sobol,7616.09138,2022-07-02 11:02:57.814142,2022-07-02 13:09:53.905522,12857.625032,0.6809296715662597,0.004209336413242901
99,0.651,9,9_0,3.9142614789307117,1.1870697773993015,3.8785152807831764,0.4539208783768117,0.1901258581317961,0.580892272759229,0.1504213036969304,0.06938316859304905,0.7121730800718069,COMPLETED,Sobol,1378.677424,2022-07-02 11:26:14.529549,2022-07-02 11:49:13.206973,8016.926483,0.6514763171225619,0.004212831420646931
1,0.685,10,10_0,5.0,1.4818409876129688,4.813449427784704,0.6481719385711602,1.0,1.0,0.26409604950461985,0.008452773729899065,0.6600288141956752,COMPLETED,GPEI,9055.598585,2022-07-02 14:20:46.171648,2022-07-02 16:51:41.770233,26165.489743,0.682622901816836,0.004079456551373291
2,0.732,11,11_0,4.291324501158112,1.5535550785580117,3.886891538884366,0.5172388538973117,1.0,1.0,0.17347121678384617,0.08286320581297849,0.6637712552133213,COMPLETED,GPEI,26336.00767,2022-07-02 14:20:49.140710,2022-07-02 21:39:45.148380,43448.86789,0.729878929270948,0.0036894327003655007
4,0.717,12,12_0,4.196403251751199,1.7484047589526375,4.589888578619855,0.6487287842771015,0.8489967697265512,0.9001858416668106,0.2865526448485708,0.05079229367920912,0.6627178723602788,COMPLETED,GPEI,14111.198865,2022-07-02 14:20:51.196213,2022-07-02 18:16:02.395078,31226.114588,0.7130353451557131,0.003920774547264669
5,0.716,13,13_0,5.0,1.0684086330348934,4.306818039060239,0.5307409823163698,0.9179144913784951,0.9069050206938477,0.13792425280471077,0.017511256663440992,0.6473900546491234,COMPLETED,GPEI,38990.699324,2022-07-02 14:20:55.620786,2022-07-03 01:10:46.320110,56110.03962,0.7146640040473659,0.004039707996067117
6,0.719,14,14_0,4.953371895175503,1.9136648755872478,3.9943603615096714,0.6814455570871836,0.9476570687589565,1.0,0.2380361142179196,0.1522845732324811,0.6430600610535016,COMPLETED,GPEI,22617.355068,2022-07-02 14:20:57.659335,2022-07-02 20:37:55.014403,39738.733913,0.7195221610383798,0.003973740769246094
7,0.631,15,15_0,4.165080146271781,1.351235435390584,4.901428460010422,0.5162795241805898,1.0,1.0,0.2612309983398029,0.0,0.6944800371144645,COMPLETED,GPEI,8334.347859,2022-07-02 14:21:02.663952,2022-07-02 16:39:57.011811,25460.731321,0.6323351560239548,0.00407691489545482
8,0.649,16,16_0,4.514904107818287,1.1115949395708684,4.299608377717582,0.7394936715276396,1.0,0.899206805247544,0.20175511926162215,0.0,0.5780977418621637,COMPLETED,GPEI,25257.044116,2022-07-02 14:21:06.076826,2022-07-02 21:22:03.120942,42386.840452,0.6510264427306635,0.00401077545065063
9,0.632,17,17_0,4.59294456756038,2.1820350894858755,4.617393492056247,0.5243140875710814,0.8524561156120781,0.9692354545346497,0.25150898775391617,0.0,0.7341192927195153,COMPLETED,GPEI,8745.077757,2022-07-02 14:21:09.742025,2022-07-02 16:46:54.819782,25878.539292,0.6345587094233569,0.004079561869391425
10,0.683,18,18_0,2.3037606245810363,3.794209714463524,1.8634528027505315,0.615623087804931,0.666378794575704,0.19274875691849636,1.0,0.9752258800097507,0.3163976727902842,COMPLETED,GPEI,9509.752181,2022-07-02 16:39:57.753008,2022-07-02 19:18:27.505189,34971.224699,0.6828868897327807,0.004211709754876578
11,0.712,19,19_0,3.0583810854126066,4.922143768053944,4.27962945346526,0.8886981413797465,0.2843588003013276,0.34248823534960027,0.7920104423450716,0.5314476002487144,0.8690128985848512,COMPLETED,GPEI,27197.840516,2022-07-02 16:46:57.537517,2022-07-03 00:20:15.378033,53079.097543,0.7111366651135398,0.004174603734258621
12,0.681,20,20_0,1.0,3.363184766610705,1.0,0.47146446525148045,0.35860704075117955,0.46184736443702745,0.9171634680386233,0.7597292733887588,0.25187937559216217,COMPLETED,GPEI,7075.259403,2022-07-02 16:51:44.344552,2022-07-02 18:49:39.603955,33243.323465,0.6809260885228572,0.004179005900558402
13,0.73,21,21_0,4.192556825945838,1.5062928900933832,4.171701844217273,0.6211958460944872,0.8822412387695118,0.8956255324653473,0.2283462975724225,0.08104856293568226,0.6375284245359133,COMPLETED,GPEI,25242.361985,2022-07-02 18:16:17.330035,2022-07-03 01:16:59.692020,56483.41153,0.7322346465523303,0.0036581581112064597
14,0.71,22,22_0,4.066106816217317,1.9543827027879481,4.690166269362157,0.620281933779131,0.8679743121893384,0.9578890439193637,0.29410088738737306,0.0818503605432391,0.69333470701303,COMPLETED,GPEI,16925.082471,2022-07-02 18:49:56.826546,2022-07-02 23:32:01.909017,50185.628527,0.7109807495820564,0.003973080053920434
16,0.66,23,23_0,4.648700632833202,1.604509895726081,4.336696326144933,0.6214108973804258,0.800785727112375,0.8018047574556832,0.26046874663707853,0.0,0.6409427627876144,COMPLETED,GPEI,14713.859421,2022-07-02 19:18:36.652711,2022-07-02 23:23:50.512132,49694.231642,0.659849265985755,0.004071908898362449
