,std1,std2,std3,comp1,comp2,mu1,mu3,mu2,comp3,seed,raw_mean,best_pred,best_sem
0,0.6022,0.9822,0.5721,0.1539,0.8145,13.71,10.00,36.81,0.03158,10,0.6470,0.6907,0.0003339
1,1.000,1.000,0.1000,0.5813,0.2071,50.00,10.00,10.00,0.2116,11,0.746,0.746,nan
2,1.000,1.000,1.000,0.1019,0.3215,10.00,10.00,50.00,0.5766,12,0.6330,0.7436,0.0002578
3,0.1000,1.000,0.6615,0.5817,0.4183,50.00,10.00,11.94,1.18e-12,13,0.748,0.7485,0.00009531
4,1.000,1.000,0.1000,0.5127,0.0724,50.00,10.00,10.00,0.4149,14,0.7510,0.7482,0.0002508
