,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,1.000,5.000,1.000,1.000,0.1000,1.000,0.2357,0.3783,0.3860,10,0.7640,0.7640,nan
1,1.000,5.000,1.000,0.6642,1.000,1.000,0.2598,0.7402,1.11e-16,11,0.6460,0.731,0.0002565
2,1.000,5.000,5.000,0.8319,0.3085,0.9111,0.4147,0.5853,2.22e-16,12,0.7550,0.7551,0.0001209
3,5.000,1.000,5.000,0.6767,1.000,0.6258,0.5968,0.4032,-3.82e-14,13,0.7540,0.7540,nan
4,1.000,5.000,5.000,1.000,1.000,0.1000,0.1222,0.7048,0.1730,14,0.7010,0.765,0.0004700
