,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,1.0000000000000002,5.0,1.0,1.0,0.1,1.0,0.2357285869539186,0.3782552625292688,0.3860161505168126,10,0.764,0.764,
1,1.0,5.0,1.0,0.664193441762207,1.0,1.0,0.2598001257227148,0.7401998742772851,1.1102230246251565e-16,11,0.646,0.7309678400910115,0.00025646657603404236
2,1.0,5.0,5.0,0.8319466169525854,0.30853189849969986,0.9110517726057168,0.41474301167250777,0.585256988327492,2.220446049250313e-16,12,0.755,0.7551281923944944,0.00012092173382291255
3,5.0,1.0000000000000016,5.0,0.6766590751927547,1.0,0.6257949902787285,0.5968165603674368,0.4031834396326014,-3.8191672047105385e-14,13,0.754,0.754,
4,1.0000000014286208,4.9999999999872555,4.999999999993118,0.9999999919697723,0.9999999994954555,0.1000000017156585,0.1221878504783525,0.7047953778393913,0.17301677168225627,14,0.7010000000000001,0.7649964351860179,0.00047002382433836886
