,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,trial_status,generation_method,runtime,vol_frac_pred,vol_frac_sigma
0,0.683,0,0_0,2.888187885284424,4.962372064590454,4.9231157302856445,0.9282866895198822,0.12545589189976455,0.3156507447361946,0.5789368748664856,0.33311858773231506,0.9833157062530518,COMPLETED,Sobol,277.150272,0.6797172523646213,0.011621023037293472
3,0.659,1,1_0,3.2591191045939922,2.819168522953987,1.16273894906044,0.15882428027689457,0.6221616844646632,0.8078561945818364,0.379377668723464,0.6022705193608999,0.09814406465739012,COMPLETED,Sobol,132.125331,0.6600423103099373,0.011617633374454442
15,0.674,2,2_0,4.334792289882898,3.281426075845957,3.1121253594756126,0.6781208072789013,0.7894200091250241,0.6174777152016759,0.9620470954105258,0.8847865080460906,0.4951995378360152,COMPLETED,Sobol,160.150431,0.6726671219568371,0.011593684522136452
27,0.603,3,3_0,1.9550950303673744,1.4370198920369148,2.8488189429044724,0.43513720436021686,0.4080709636211396,0.4629628103226423,0.013235456310212612,0.179328597150743,0.6108404323458672,COMPLETED,Sobol,92.064148,0.614111222323271,0.011604258980222614
39,0.691,4,4_0,1.183690432459116,3.629364550113678,1.6531927846372128,0.4968795754946769,0.4501712700352073,0.1003837930969894,0.7993877753615379,0.7689778953790665,0.29557419288903475,COMPLETED,Sobol,119.342116,0.6863183470485555,0.011594146998157978
51,0.722,5,5_0,4.55547709017992,1.5271765105426311,4.385981190949678,0.5913279718719423,0.944212784152478,0.958090837020427,0.22484568133950233,0.04569390416145325,0.6603954080492258,COMPLETED,Sobol,215.629043,0.6999323221913437,0.007069185473712549
63,0.654,6,6_0,3.6008746922016144,4.122246228158474,2.3430607430636883,0.32164090033620596,0.6650971201248467,0.7134398967027664,0.6830014223232865,0.44967080745846033,0.8079405929893255,COMPLETED,Sobol,105.964244,0.6561819336042887,0.011618379116098823
75,0.645,7,7_0,2.2222751192748547,2.221199292689562,3.570966336876154,0.7896383903920651,0.27938091531395914,0.4179839504882693,0.359176610596478,0.7361529180780053,0.17358956579118967,COMPLETED,Sobol,128.28681,0.6492777985177912,0.01159540401193694
87,0.677,8,8_0,2.293836794793606,3.0313842967152596,2.1449955105781555,0.660868460033089,0.5855099093168974,0.53865958256647,0.8268100777640939,0.8697851095348597,0.3318723374977708,COMPLETED,Sobol,141.2563,0.6751975111845845,0.011553339892850433
99,0.651,9,9_0,3.9142614789307117,1.1870697773993015,3.8785152807831764,0.4539208783768117,0.1901258581317961,0.580892272759229,0.1504213036969304,0.06938316859304905,0.7121730800718069,COMPLETED,Sobol,73.240065,0.6531819421237055,0.011511002252894016
