,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,trial_status,generation_method,runtime,trial_start_datetime,trial_complete_datetime,time_elapsed,vol_frac_pred,vol_frac_sigma
0,0.655,0,0_0,1.821022868156433,2.433822751045227,3.5236775875091553,0.5943159937858583,0.12564098611474037,0.3638987362384797,0.27152377367019653,0.6113385558128357,0.8736794590950012,COMPLETED,Sobol,5880.125837,2022-06-28 02:44:54.037422,2022-06-28 04:22:54.163259,5880.125837,0.6550635411974269,0.004838210133493112
3,0.61,1,1_0,3.27779333665967,4.798547223210335,2.5856543332338333,0.2594959824346006,0.7692971358075738,0.7654658768326044,0.5995651725679636,0.12434375379234552,0.32803395111113787,COMPLETED,Sobol,3446.920397,2022-06-28 02:44:54.250850,2022-06-28 03:42:21.171247,3447.133825,0.6111489144340153,0.0048388222936424155
15,0.719,2,2_0,4.382188756018877,1.0150535590946674,4.7790606543421745,0.8888013072311878,0.9105418149381876,0.9818157904781402,0.14646757300943136,0.32295697927474976,0.1056170491501689,COMPLETED,Sobol,20567.379458,2022-06-28 02:44:54.395465,2022-06-28 08:27:41.774923,20567.737501,0.7169533232498205,0.0038342043565854854
27,0.59,3,3_0,2.9566176049411297,3.6278091743588448,1.8303570821881294,0.33063196334987877,0.4362708425149322,0.14409499065950515,0.9746309071779251,0.8202075874432921,0.5912287859246135,COMPLETED,Sobol,2501.284962,2022-06-28 02:44:54.545064,2022-06-28 03:26:35.830026,2501.792604,0.5915257036716745,0.0048378807329551455
39,0.64,4,4_0,2.0111092887818813,1.905113060027361,2.4141676165163517,0.4818124742247164,0.5349630316719413,0.482684515696019,0.0661560408771038,0.4462169846519828,0.15057367645204067,COMPLETED,Sobol,7882.323882,2022-06-28 02:44:54.701645,2022-06-28 04:56:17.025527,7882.988105,0.6407175201026669,0.004827131120284719
51,0.678,5,5_0,4.59344420209527,3.2689196839928627,3.476138073951006,0.821999445836991,0.7840456325560808,0.6432056694291532,0.7971204174682498,0.9431013092398643,0.6673661526292562,COMPLETED,Sobol,13948.672889,2022-06-28 02:44:54.861218,2022-06-28 06:37:23.534107,13949.496685,0.6775463332738306,0.004837108184417596
63,0.684,6,6_0,3.6919190920889378,2.544447910040617,1.169828113168478,0.10129795111715795,0.6431614154949784,0.877301880903542,0.4378038104623556,0.7347206706181169,0.8834716305136681,COMPLETED,Sobol,10794.122876,2022-06-28 02:44:55.034754,2022-06-28 05:44:49.157630,10795.120208,0.6834893216214354,0.004837297375411
75,0.702,7,7_0,1.140905823558569,4.156286641955376,4.2211164347827435,0.6681353664025664,0.22420617267489434,0.25205586235970256,0.6754821697250009,0.24711559526622295,0.43152328580617905,COMPLETED,Sobol,13907.860489,2022-06-28 02:44:55.215273,2022-06-28 06:36:43.075762,13909.03834,0.7010983644226015,0.004838730788348077
87,0.673,8,8_0,1.4253391101956367,1.4420216232538223,1.4552332647144794,0.8500955710187554,0.6795885263010859,0.15882175648584962,0.05795626901090145,0.3767441315576434,0.20814381167292595,COMPLETED,Sobol,11961.333674,2022-06-28 03:26:35.867924,2022-06-28 06:45:57.201598,14463.164176,0.672525769653908,0.004828566718914523
99,0.625,9,9_0,3.9758451730012894,3.8214532546699047,4.403944376856089,0.5099078215658664,0.205358749255538,0.9117041979916394,0.8209490487352014,0.8873003385961056,0.7230770997703075,COMPLETED,Sobol,3957.132549,2022-06-28 03:42:21.210143,2022-06-28 04:48:18.342692,7404.30527,0.6257272248432469,0.004838142567011511
1,0.707,10,10_0,4.646414479020244,1.1198323326668567,4.766066810872945,0.9585049924573968,0.9447412209682405,0.950408185073826,0.24409434959226256,0.4401065814344701,0.19844968066937393,COMPLETED,GPEI,29522.324747,2022-06-28 08:27:43.188145,2022-06-28 16:39:45.512892,50091.47547,0.7082802494334839,0.004624358008237182
2,0.703,11,11_0,4.158601454794278,1.0,4.85410898190428,0.8310669977834525,0.8840237424049746,1.0,0.04232031954481751,0.19978834273269053,0.006516744323192175,COMPLETED,GPEI,30050.849593,2022-06-28 08:27:45.690453,2022-06-28 16:48:36.540046,50622.502624,0.7035923814531077,0.00462524801787484
4,0.723,12,12_0,4.149733406521699,1.0,4.240741795071541,0.7675364655193706,0.87062325058816,1.0,0.17071119739153634,0.36110832342303156,0.15647208102729757,COMPLETED,GPEI,29300.620509,2022-06-28 08:27:47.621291,2022-06-28 16:36:08.241800,49874.204378,0.72361816269354,0.004291633103342371
5,0.709,13,13_0,4.88335194602076,1.0,5.0,1.0,0.9814985656295188,1.0,0.17477150184931398,0.29377282786065345,0.01191269043038832,COMPLETED,GPEI,32304.472062,2022-06-28 08:27:50.598329,2022-06-28 17:26:15.070391,52881.032969,0.7093028008272393,0.004458808472145937
6,0.691,14,14_0,3.9834741490439387,1.0,5.0,1.0,0.8803439181060996,0.9271666095428566,0.027873248503520784,0.3091248573829932,0.21522817566909924,COMPLETED,GPEI,29831.434856,2022-06-28 08:27:52.255897,2022-06-28 16:45:03.690753,50409.653331,0.6907789471125336,0.004586856844021674
7,0.729,15,15_0,4.362072151986746,1.0,5.0,0.7962870555964573,0.8582211117531295,1.0,0.3042855977583723,0.3901003032882326,0.01928509340851754,COMPLETED,GPEI,28825.430049,2022-06-28 08:27:56.059725,2022-06-28 16:28:21.489774,49407.452352,0.7285333929995691,0.0041629940470860076
8,0.665,16,16_0,4.840089186656783,1.0,4.821336504265464,0.7768351339112727,1.0,1.0,0.026096753147410116,0.26619060991917176,0.21128062337595982,COMPLETED,GPEI,32510.618392,2022-06-28 08:27:58.899132,2022-06-28 17:29:49.517524,53095.480102,0.6677442091714858,0.004669499459769779
9,0.738,17,17_0,3.8348516597380637,1.0,4.376396333594238,0.976140599050092,1.0,1.0,0.2773210796783553,0.2818410150116245,0.06860614899345192,COMPLETED,GPEI,30451.230411,2022-06-28 08:28:02.994182,2022-06-28 16:55:34.224593,51040.187171,0.7335731874732805,0.004087134862501184
10,0.686,18,18_0,4.560944582845609,1.0,5.0,0.8740718833259853,0.7358455643316798,0.9625231927400703,0.19155500404865275,0.4400927609082799,0.013959021659667815,COMPLETED,GPEI,24367.3591,2022-06-28 16:28:24.406445,2022-06-28 23:14:31.765545,73777.728123,0.6886427249815374,0.004694791032240865
11,0.723,19,19_0,4.2715437367948015,1.0,4.996672910284417,0.6611869883729334,0.9567863449920277,1.0,0.2713461825255109,0.36489124899289865,0.10955599092604706,COMPLETED,GPEI,30330.377031,2022-06-28 16:36:10.382273,2022-06-29 01:01:40.759304,80206.721882,0.7205750711393996,0.004160494687320025
12,0.745,20,20_0,4.343501862050196,1.0,4.459182037066945,0.8327583752566804,0.779516893372903,1.0,0.36532151695920584,0.29778338825671735,0.11652150925764183,COMPLETED,GPEI,24903.338722,2022-06-28 16:39:47.963117,2022-06-28 23:34:51.301839,74997.264417,0.7431364160808307,0.004209282159065289
13,0.723,21,21_0,4.251858403570673,1.0,4.487351699558535,0.7874596524540362,0.8931180463905827,1.0,0.19559834360482745,0.5179304074473478,0.0,COMPLETED,GPEI,31643.410264,2022-06-28 16:45:07.293577,2022-06-29 01:32:30.703841,82056.666419,0.7207640470286174,0.0047261199278493295
14,0.712,22,22_0,4.421987647525462,1.5877328807829925,4.923715759793565,0.7191093228562789,0.8643260992473524,1.0,0.21223311930201713,0.42876013996122375,0.0984643149425319,COMPLETED,GPEI,27436.636077,2022-06-28 16:48:40.493717,2022-06-29 00:25:57.129794,78063.092372,0.7111598947764027,0.004686140854148211
16,0.725,23,23_0,3.8256435963313282,1.0,4.377636083498071,0.8563936194619397,0.952353115057357,1.0,0.35260623492255816,0.35248824646207866,0.0,COMPLETED,GPEI,28338.97478,2022-06-28 16:55:39.159184,2022-06-29 00:47:58.133964,79384.096542,0.725842802609799,0.0039079403203389615
17,0.741,24,24_0,4.001638946231628,1.0,4.617372660073686,0.8375454088321796,0.9845113580869274,1.0,0.38958738832820766,0.18234686497661215,0.11689176520054712,COMPLETED,GPEI,27967.56139,2022-06-28 17:26:18.848644,2022-06-29 01:12:26.410034,80852.372612,0.7420765960678826,0.0043738366441686055
18,0.735,25,25_0,3.8913272854655916,1.0,4.30211929665226,0.9903381756231987,0.8532282386486363,1.0,0.2605643454145613,0.3620891305230963,0.0,COMPLETED,GPEI,28542.657912,2022-06-28 17:29:54.437610,2022-06-29 01:25:37.095522,81643.0581,0.731764811590929,0.004237729245657901
19,0.701,26,26_0,3.64006007819134,1.0,4.937890296207332,0.867030323181051,0.9521543364869988,1.0,0.2761924777934554,0.36162759501696157,0.0278838023358147,COMPLETED,GPEI,29327.686667,2022-06-28 23:14:36.549581,2022-06-29 07:23:24.236248,103110.198826,0.7071414299406387,0.004108748058117058
20,0.743,27,27_0,4.219331947156534,1.225411138383327,4.320638312386661,0.8789871755875294,0.8761798473972496,1.0,0.3550164653223474,0.2483299262502274,0.04503913803398037,COMPLETED,GPEI,27290.153747,2022-06-28 23:34:58.468318,2022-06-29 07:09:48.622065,102294.584643,0.7471134873194059,0.003539202858000587
21,0.746,28,28_0,3.812451963609115,1.0213350751781143,4.638296632127414,0.8510413739436018,0.8542638267042335,1.0,0.3800876427668325,0.27816005852649484,0.16010995450231333,COMPLETED,GPEI,27741.214064,2022-06-29 00:26:04.305430,2022-06-29 08:08:25.519494,105811.482072,0.7439242875539251,0.0038481168177691458
22,0.74,29,29_0,4.206346908309837,1.0,4.61977093729705,0.9560546434277687,0.8604097919089625,1.0,0.3175768562724875,0.21709920802490965,0.13147757663378556,COMPLETED,GPEI,29201.973973,2022-06-29 00:48:11.798718,2022-06-29 08:54:53.772691,108599.735269,0.7468452967759913,0.0034945701851669913
23,0.754,30,30_0,4.532865613823834,1.0,4.126672010088003,0.8534563404360791,0.9073659633976476,1.0,0.35671308391765655,0.2654870935038086,0.11260990676375066,COMPLETED,GPEI,33341.785723,2022-06-29 01:01:50.508282,2022-06-29 10:17:32.294005,113558.256583,0.7544383289738709,0.0033600352544926413
24,0.74,31,31_0,4.234914023273081,1.5541956264905261,4.787010755293586,0.8953514340261817,0.8784427372599215,1.0,0.3534407728677693,0.2174336547779167,0.1157808271439861,COMPLETED,GPEI,24323.782627,2022-06-29 01:12:31.134315,2022-06-29 07:57:54.916942,105180.87952,0.7376619291754837,0.004501318078898712
25,0.761,32,32_0,4.047052250006478,1.0,4.371239833952333,0.9233835132985457,0.8143565226700744,1.0,0.3170028969376504,0.1219958047789109,0.06421539446915776,COMPLETED,GPEI,25887.061011,2022-06-29 01:25:40.691781,2022-06-29 08:37:07.752792,107533.71537,0.7548194159149247,0.003656226409210413
26,0.754,33,33_0,4.3953693785852845,1.0,4.409680916595195,1.0,0.9069913315454552,1.0,0.42508090792945874,0.1747531948604681,0.08807094079033802,COMPLETED,GPEI,32586.970318,2022-06-29 01:32:39.599660,2022-06-29 10:35:46.569978,114652.532556,0.7562562149368136,0.0036400778858665726
28,0.748,34,34_0,4.164646893028949,1.0,4.498899861532264,1.0,0.8790445819456862,1.0,0.4153810521244714,0.29980629645063156,0.19592806763455847,COMPLETED,GPEI,31174.9086,2022-06-29 07:09:59.146159,2022-06-29 15:49:34.054759,133480.017337,0.7488394255206284,0.0037640101229090557
29,0.735,35,35_0,4.271814609901845,1.0,4.43270946180523,1.0,1.0,1.0,0.33014496840238255,0.3129541113310691,0.06508634206924208,COMPLETED,GPEI,32376.253525,2022-06-29 07:23:36.129531,2022-06-29 16:23:12.383056,135498.345634,0.7349790680699416,0.0038125243634448795
30,0.753,36,36_0,4.421260112016249,1.0,4.617363387976784,0.8065128660148765,0.9387493685741979,1.0,0.49039630388689404,0.2747201689503612,0.15392376410496586,COMPLETED,GPEI,28827.698191,2022-06-29 07:58:01.621392,2022-06-29 15:58:29.319583,134015.282161,0.752231495914756,0.003700753931861283
31,0.754,37,37_0,3.918892450551303,1.0,4.136430958629963,0.9964231237690032,0.8246123744955224,1.0,0.40201637035422216,0.19682663240413478,0.20410129521184645,COMPLETED,GPEI,25423.89057,2022-06-29 08:08:33.546776,2022-06-29 15:12:17.437346,131243.399924,0.7490617096075557,0.0039052952703504057
32,0.697,38,38_0,3.9804035552073227,1.0,4.4417023233974575,0.975669970016406,0.8031225077842623,1.0,0.3505248176929251,0.017384297324699732,0.16604902213948686,COMPLETED,GPEI,13566.981748,2022-06-29 08:37:14.707066,2022-06-29 12:23:21.688814,121107.651392,0.7009097544439424,0.004242978316211187
33,0.72,39,39_0,3.9434753804559346,1.0,4.298802403078385,0.8160811314809506,0.7640687641985406,1.0,0.38356004666945426,0.03543895855276882,0.10264455112495835,COMPLETED,GPEI,14379.327808,2022-06-29 08:54:57.520037,2022-06-29 12:54:36.847845,122982.810423,0.717432963680932,0.004238294751386854
34,0.724,40,40_0,4.079404659932349,1.0,3.779859289505066,0.9158565947151035,0.8646514692094531,1.0,0.33221835346369394,0.03898227825834711,0.10741545869092135,COMPLETED,GPEI,19849.830776,2022-06-29 10:17:44.366793,2022-06-29 15:48:34.197569,133420.160147,0.7222330781756751,0.00444859965290645
