,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,5.000,1.000,5.000,0.876,1.000,1.000,0.5223,0.4777,1.55e-15,10,0.6500,0.7367,0.00005323
1,5.000,1.000,1.000,0.2632,1.000,1.000,0.5058,0.4680,0.02616,11,0.7620,0.7598,0.0001820
2,4.421,1.000,4.138,0.9305,0.9305,0.9305,0.7216,0.2466,0.0318,12,0.720,0.7196,0.0001147
3,5.000,1.000,5.000,0.1000,1.000,1.000,0.6395,0.3605,2.08e-12,13,0.740,0.7613,4.02e-05
4,5.000,1.000,5.000,0.6436,0.6436,1.000,0.711,0.2890,1.33e-10,14,0.735,0.7411,0.0001425
