,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,3.772,3.604,1.438,0.3403,0.5369,0.7073,0.8691,0.07107,0.05982,10,0.5670,0.5670,nan
1,4.969,4.131,4.100,0.3371,0.6415,0.8951,0.3468,0.4614,0.1918,11,0.5550,0.5550,nan
