,vol_frac,trial_index,arm_name,mu1_div_mu3,mu2_div_mu3,std1,std2,std3,comp1,comp2,trial_status,generation_method,comp3,runtime,vol_frac_pred,vol_frac_sigma
0,0.506,0,0_0,1.6628152367969355,0.832538635780414,0.1794322269037366,0.7553161699324846,0.43110721129924057,0.1499057663604617,0.2144140601158142,COMPLETED,Sobol,0.6356801735237241,9.287599,0.4998691653188876,0.02829433015199415
1,0.377,1,1_0,0.35487574835618335,0.6589063592255116,0.4806092101149261,0.7815139440819621,0.8561553542502225,0.516113662160933,0.30937592312693596,COMPLETED,Sobol,0.17451041471213102,7.656809,0.3802884857915393,0.029047103903949274
2,0.312,2,2_0,1.6666666666666667,0.98558463972073,0.1,0.7521571799019948,0.1000000000000021,3.06683293935241e-17,0.09326004136500532,COMPLETED,GPEI,0.9067399586349947,18.707462,0.3219074371525259,0.028894876061104406
3,0.569,3,3_0,1.6666666666666667,0.6728757526334319,0.15041215220915238,0.7449937978087376,0.752669027891768,0.20397876193877346,0.364653761087024,COMPLETED,GPEI,0.4313674769742025,16.414975,0.5611418348278532,0.028850126482680354
4,0.472,4,4_0,1.6666666666666667,0.8399889110648091,0.40022407697953044,0.7825954950250558,0.4626160401374525,0.3479335619525685,0.1605557068055516,COMPLETED,GPEI,0.49151073124187983,1.805966,0.47279338118818004,0.028611821167350244
