,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,trial_status,generation_method,comp3,runtime,vol_frac_pred,vol_frac_sigma
0,0.62,0,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,73.298261,0.62,
2,0.62,1,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,76.038866,0.62,
13,0.618,2,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,82.173948,0.618,
24,0.618,3,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,60.224313,0.618,
35,0.62,4,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,73.268749,0.62,
46,0.59,5,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,79.221154,0.59,
57,0.597,6,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,51.475689,0.597,
68,0.595,7,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,74.522441,0.595,
79,0.606,8,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,69.856588,0.606,
90,0.605,9,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,59.67532,0.605,
1,0.596,10,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,77.163005,0.596,
3,0.607,11,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,52.356538,0.607,
4,0.617,12,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,60.765965,0.617,
5,0.614,13,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,61.556912,0.614,
6,0.607,14,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,73.160585,0.607,
7,0.606,15,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,77.129892,0.606,
8,0.6,16,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,66.09675,0.6,
9,0.604,17,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,61.80886,0.604,
10,0.612,18,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,76.495742,0.612,
11,0.592,19,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,62.229129,0.592,
12,0.612,20,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,69.863838,0.612,
14,0.599,21,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,84.55552,0.599,
15,0.593,22,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,80.262921,0.593,
16,0.6,23,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,53.707202,0.6,
17,0.603,24,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,62.041272,0.603,
18,0.599,25,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,75.827912,0.599,
19,0.602,26,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,58.333912,0.602,
20,0.599,27,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,81.228545,0.599,
21,0.603,28,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,75.202141,0.603,
22,0.593,29,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,58.429649,0.593,
23,0.618,30,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,60.454998,0.618,
25,0.602,31,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,70.952126,0.602,
26,0.608,32,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,60.448518,0.608,
27,0.601,33,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,70.76814,0.601,
28,0.609,34,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,79.165333,0.609,
29,0.592,35,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,60.142944,0.592,
30,0.619,36,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,79.998162,0.619,
31,0.585,37,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,82.491845,0.585,
32,0.619,38,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,79.144134,0.619,
33,0.609,39,0_0,1.2200799733608005,3.0929842831131675,2.6654786291784407,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.11360171953981701,0.2771172144251962,COMPLETED,Uniform,0.6092810660349868,81.121082,0.609,
