,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,4.681,1.000,4.330,0.4302,0.7581,0.9413,0.4622,0.3096,0.3925,10,0.743,0.7619,3.22e-05
1,4.446,1.723,2.333,0.3479,0.8060,0.8060,0.9445,0.8486,0.6918,11,0.711,0.7210,0.00006466
2,1.000,3.515,4.317,0.6411,0.6411,0.8023,0.3011,0.8761,0.1746,12,0.721,0.7185,0.00006084
3,4.593,1.133,3.843,0.6562,0.9192,0.9192,0.1744,0.07973,0.9515,13,0.729,0.7585,2.07e-05
4,4.563,1.000,2.269,0.5125,0.6898,1.000,0.740,0.6004,0.5153,14,0.707,0.7372,0.00006946
