,std1,std2,std3,comp1,comp2,comp3,mu1,mu3,mu2,seed,raw_mean,best_pred,best_sem
0,0.6902,0.3372,0.4068,0.1588,0.3141,0.4022,13.45,10.00,13.27,10,0.5460,0.5460,nan
1,0.5682,0.4453,0.4084,0.00e+00,0.5690,0.4023,9.926,10.00,3.532,11,0.5360,0.5360,nan
