,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,trial_status,generation_method,runtime,vol_frac_pred,vol_frac_sigma
0,0.559,0,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,61.925627,0.559,
2,0.557,1,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,61.990215,0.557,
13,0.559,2,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,47.215666,0.559,
24,0.559,3,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,46.171762,0.559,
35,0.559,4,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,46.345275,0.559,
46,0.558,5,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,38.302578,0.558,
57,0.56,6,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,53.536955,0.56,
68,0.562,7,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,46.957595,0.562,
79,0.56,8,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,46.351853,0.56,
90,0.562,9,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,67.167893,0.562,
1,0.561,10,0_0,3.055773375090761,4.092660208317187,4.481710742899251,0.10724225367683612,0.37876233295468376,0.9618433654293018,0.5131167122678871,0.3182844248720986,0.5391999374256481,COMPLETED,Uniform,58.497128,0.561,
