,vol_frac,trial_index,arm_name,mu1_div_mu3,mu2_div_mu3,std1,std2,std3,comp1,comp2,trial_status,generation_method,comp3,runtime,vol_frac_pred,vol_frac_sigma
0,0.635,0,0_0,0.5839961121479671,1.1278271364669006,0.3176188080571592,0.3714574619196356,0.23750496478751304,0.14334372710436583,0.36096942238509655,COMPLETED,Sobol,0.4956868505105376,62.100791,0.633681067482571,0.011892531841905783
3,0.685,1,1_0,0.8504392541944981,1.5511944157381854,0.6126627133227884,0.9547672196291387,0.44336794493719933,0.03494730778038502,0.2369348704814911,COMPLETED,Sobol,0.7281178217381239,115.816559,0.6783591364487326,0.011932780242305131
15,0.663,2,2_0,0.9241275116801262,0.46563583239912987,0.11641069184988738,0.5547700975090265,0.8461057591252029,0.2391763087362051,0.5686923917382956,COMPLETED,Sobol,0.19213129952549934,145.981878,0.6634789938847396,0.011833775033404843
27,0.596,3,3_0,1.0141426486273608,1.63847857589523,0.229864167701453,0.7995313453488052,0.1473806648515165,0.8118354808539152,0.028233605436980724,COMPLETED,Sobol,0.15993091370910406,61.482222,0.6017754617312858,0.01201778471723925
39,0.611,4,4_0,0.7997355932990711,1.2954009994864464,0.45879624253138906,0.6927027338184416,0.9069208009168506,0.38565049041062593,0.28409021254628897,COMPLETED,Sobol,0.3302592970430851,123.012681,0.6172776368595199,0.011821296173730348
51,0.751,5,5_0,1.4803651223580043,0.43407104909420013,0.4784592293202877,0.8338624028488993,0.5657688300125301,0.2596697183325887,0.2046285904943943,COMPLETED,Sobol,0.535701691173017,251.712566,0.7301868054955535,0.004968807385048715
63,0.566,6,6_0,1.2791113232572875,0.6011159035066764,0.2698308899998665,0.2867622472345829,0.34926111027598383,0.01737068872898817,0.12769825477153063,COMPLETED,Sobol,0.8549310564994812,84.401531,0.5779971119185666,0.011781405669450025
75,0.676,7,7_0,0.6550497934222221,0.33376604070266086,0.8822824211791158,0.9064833896234632,0.9180032468400896,0.520989135839045,0.06248622294515371,COMPLETED,Sobol,0.41652464121580124,162.885776,0.6762156250576404,0.011672147586956151
87,0.649,8,8_0,1.509310202052196,1.1571053452789783,0.8255990801379085,0.8459179441444575,0.9843075760640204,0.014834798872470856,0.6451531816273928,COMPLETED,Sobol,0.3400120195001364,274.830365,0.6489101442691511,0.012001055902650038
99,0.626,9,9_0,1.1367983197172484,0.7429570779204369,0.10336036616936327,0.3389092167839408,0.5939621919766068,0.4377289731055498,0.11243521887809038,COMPLETED,Sobol,0.4498358080163598,62.306279,0.6260257920111386,0.011735932514119179
1,0.739,10,10_0,1.4080943143346198,0.36418020081634944,0.5475452040711951,0.913627583412053,0.6162619827001251,0.2873682677721371,0.21118051076085445,COMPLETED,GPEI,0.5014512214670085,314.042632,0.7341269804268148,0.006377085851076688
2,0.72,11,11_0,1.6621455785439383,0.4854055826330109,0.4154443808760431,0.8452184744074711,0.5337732487494496,0.2438556089272829,0.23614116934418455,COMPLETED,GPEI,0.5200032217285325,468.586611,0.7235513395398657,0.0072769452395867055
4,0.729,12,12_0,1.3963299416102877,0.38327567516594135,0.5150643007612783,0.7676372142382736,0.5572430905799342,0.3082193604173707,0.10963406549322569,COMPLETED,GPEI,0.5821465740894036,297.052952,0.7203096631138896,0.008288188752712295
5,0.7,13,13_0,1.3382411140297163,0.4896050853461946,0.46143373216497785,0.8580799133265701,0.5630736561790475,0.15736214693625494,0.2987409957738374,COMPLETED,GPEI,0.5438968572899077,342.333247,0.703335443779714,0.009338766856294596
6,0.744,14,14_0,1.6152300480568356,0.3699216171675904,0.47075772973205543,0.8070395912470071,0.675372380045706,0.3560138945357182,0.23222958201771507,COMPLETED,GPEI,0.41175652344656677,260.80857,0.7367078516893639,0.006227990355102858
7,0.725,15,15_0,1.529044150258007,0.46335260247516563,0.526185886659071,0.9163644313250795,0.4891498525210296,0.2639215152370473,0.12052353010169269,COMPLETED,GPEI,0.61555495466126,318.968688,0.7233215217992084,0.008668770903744101
8,0.78,16,16_0,1.3987746296996442,0.3333333333333333,0.38388903375266226,0.8763428064723021,0.5393628234952005,0.3241895952117141,0.2515659372511294,COMPLETED,GPEI,0.4242444675371565,420.694708,0.7452146103870259,0.003926536533559604
9,0.696,17,17_0,1.5857605368550927,0.4202045080192641,0.5629884189892171,0.8209496712133006,0.6646523437023154,0.19926883609579582,0.23179726589558067,COMPLETED,GPEI,0.5689338980086235,281.260039,0.7129936477951719,0.007738776086949653
10,0.741,18,18_0,1.5401339567075432,0.47600813945073317,0.5377052490692817,0.8515246928248089,0.5673120742692308,0.3814925418982756,0.22844507757004467,COMPLETED,GPEI,0.39006238053167974,283.473664,0.730099516912157,0.006590682421314228
11,0.743,19,19_0,1.5093054312188752,0.37694659515684487,0.4400023756506176,0.8658767386398172,0.6770414624545853,0.294071251312838,0.13532645398077986,COMPLETED,GPEI,0.5706022947063821,327.909133,0.7369074134311845,0.0062344710410105605
12,0.716,20,20_0,1.5478480696196069,0.3333333333333333,0.5363807719933352,0.8224835341558108,0.55131685050158,0.31817267119797743,0.2406732376641955,COMPLETED,GPEI,0.4411540911378271,382.112077,0.731321791910149,0.0059659220901405055
13,0.738,21,21_0,1.3921714893333133,0.4911955689338464,0.4490997721397073,0.8660048714838487,0.6317268925506009,0.349331121574802,0.22574261982170318,COMPLETED,GPEI,0.42492625860349476,252.993726,0.7336112916309986,0.006195094334157976
14,0.717,22,22_0,1.4295092410203278,0.3333333333333333,0.4745277497311793,0.8240336610554971,0.5393686945575404,0.35586983169805825,0.3281850058756792,COMPLETED,GPEI,0.3159451624262626,462.068822,0.7272729926481581,0.006306367337380627
16,0.732,23,23_0,1.4052831374648165,0.3683098522054655,0.3355266994513979,0.8843697161781999,0.5960738159633533,0.36507593585879006,0.20652622786614522,COMPLETED,GPEI,0.42839783627506467,287.070795,0.7495862602899788,0.00436624904809041
17,0.778,24,24_0,1.4592781535064145,0.3333333333333333,0.37628091981782186,0.860568104512916,0.4627255760022856,0.3542451741102287,0.2499274969305452,COMPLETED,GPEI,0.3958273289592261,307.437109,0.7458904879813726,0.0038256635949111945
18,0.722,25,25_0,1.5121938408908961,0.3333333333333349,0.3587371248625417,0.9208529361625882,0.5357245191163648,0.37980739642361133,0.28379980687542417,COMPLETED,GPEI,0.33639279670096456,331.529596,0.7464826052909456,0.005055110217753737
19,0.742,26,26_0,1.2870238301526509,0.3333333333333344,0.3748467767546365,0.9311918873277184,0.5104105220580955,0.3890930667207869,0.15744139387245165,COMPLETED,GPEI,0.4534655394067615,412.322484,0.7395981956332636,0.006358197225557122
20,0.737,27,27_0,1.4005932292687713,0.3333333333333333,0.4324319833260888,0.952104832902843,0.5582855043752002,0.33400590075763803,0.26146701705066167,COMPLETED,GPEI,0.4045270821917003,293.275691,0.7410664706250287,0.005933288340960963
21,0.758,28,28_0,1.3480148743827487,0.33643492033793176,0.4215466733735094,0.872764561722821,0.4680110526268658,0.3594648302443013,0.2761702911430429,COMPLETED,GPEI,0.36436487861265576,314.233717,0.740135611776624,0.004334403259395132
22,0.713,29,29_0,1.375364099380835,0.3333333333337852,0.42162077249523255,0.8948405857307249,0.4646054856241856,0.346505770165871,0.21730993910550536,COMPLETED,GPEI,0.43618429072862364,401.177918,0.7430636410592719,0.004279887923239947
23,0.74,30,30_0,1.4058853467578056,0.3333333333333333,0.38845031259832974,0.8281175820512309,0.4522603588607129,0.32965858616459637,0.19115786076352997,COMPLETED,GPEI,0.47918355307187366,337.513355,0.7396239482239293,0.004724773969818984
24,0.754,31,31_0,1.4991415898673492,0.3333333333333335,0.40968044042364826,0.839723182647106,0.43292586210110573,0.40875160865585686,0.1818974762772584,COMPLETED,GPEI,0.4093509150668847,302.618411,0.7417833589318656,0.005307863726524413
