,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,4.338344337020783,1.000000000000001,1.9910008584077028,0.16465865252497047,0.7095905190227622,0.7095905190227635,0.3519523371632517,0.18185233033931875,0.43953675858872215,10,0.761,0.7579619126120158,1.157975128833685e-05
1,5.0,1.859356987837827,3.0589074194353185,0.3658974884260009,0.8223952950382898,0.8223952950382898,0.9368301731475448,0.6042818520527822,0.7969905448847493,11,0.73,0.724658330792741,2.7468715545358176e-05
2,4.7424929970999585,1.0,5.0,0.5654001960489698,0.8200647408316755,1.0,0.5328301700150537,0.18767791730683012,0.3667946617147462,12,0.789,0.7493066793653449,0.0002168048751042592
3,5.0,1.0,4.482781130857125,0.568985116510489,1.0,1.0,0.4023675910566645,0.159123899233646,0.609093999088809,13,0.776,0.7544848968187328,4.135610542973083e-05
4,3.4399993974158267,1.2007191276177507,3.1186517025197893,0.3447389482282335,0.7004223145307658,1.0,0.7516600543368723,0.7181532104756092,0.7626263524481718,14,0.71,0.721936261743369,2.1005280685560176e-05
5,4.999999999839357,1.000000000132434,2.328579493213626,0.20260927530442846,0.7878130349721233,0.7878130349838497,0.8575230662919174,0.754180876897561,0.5799574999332793,15,0.724,0.759505569848869,5.866513560622425e-05
6,4.999999999999995,1.000000000000001,1.6670701282558873,0.3993042470571846,0.7765772816123078,0.7765772816123118,0.9101360532112749,0.5423045904598303,0.3573916314820407,16,0.732,0.7453198410479932,3.8127811295506696e-05
7,4.886615332945707,1.0000001428924432,3.685691427156428,0.10000000268294686,0.7875035074842349,0.9999999534516563,0.9496761709167104,0.6017429959221059,0.0288497090317116,17,0.748,0.7578148299098509,3.1179153496601206e-05
8,4.5553738709343845,1.0,2.683332969345269,0.3496951028897496,0.9047715944821973,0.9338167897042481,0.7947617293606478,0.47093857667869365,0.29805923654247385,18,0.744,0.7654118087553636,4.414968216348596e-05
9,1.0000000000000002,4.865397964401378,3.9974240150601634,0.5685806469548847,0.7202205144254046,0.8772674794756683,0.2082452294630814,0.6773472146511706,0.030746892857680633,19,0.744,0.7431206905867851,5.157765426008733e-05
