,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,4.433,4.046,4.232,0.2057,0.2928,0.3244,0.4024,0.1431,0.5611,10,0.4460,0.4460,nan
1,2.905,1.120,1.477,0.4520,0.5071,0.9696,0.3557,0.05151,0.8629,11,0.6290,0.6290,nan
