,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,5.000,1.000,5.000,0.1000,1.000,0.1000,1.000,9.36e-13,2.33e-13,10,0.5120,0.5120,nan
1,5.000,5.000,5.000,0.1000,0.1000,1.000,0.00e+00,1.000,0.00e+00,11,0.488,0.488,nan
