,vol_frac,trial_index,arm_name,mu1_div_mu3,mu2_div_mu3,std1,std2,std3,comp1,comp2,comp3,trial_status,generation_method,runtime,vol_frac_pred,vol_frac_sigma
0,0.688,0,0_0,2.888187885284424,4.962372064590454,0.98270103931427,0.9282866895198822,0.12545589189976455,0.2396119385957718,0.5789368748664856,0.33311858773231506,COMPLETED,Sobol,178.284662,0.6723167135968698,0.02550948791822309
3,0.55,1,1_0,3.2030446864664555,2.897148482501507,0.11289962744340301,0.17746369587257504,0.8272969335317611,0.5285786595195532,0.4321420229971409,0.6990327965468168,COMPLETED,Sobol,46.670511,0.5698879250612503,0.025324800106969494
15,0.662,2,2_0,4.7189038544893265,3.6619379073381424,0.6802016004920006,0.706194553617388,0.6859893976710737,0.7905944772064686,0.7697137240320444,0.8071944918483496,COMPLETED,Sobol,158.702772,0.6575375882746878,0.023411414759820066
27,0.621,3,3_0,1.4084607250988483,1.7285348661243916,0.4294797901995481,0.388239667378366,0.4918267295695842,0.43902189563959837,0.24850640073418617,0.16041363589465618,COMPLETED,Sobol,75.187017,0.6167200936600629,0.023778011165375302
39,0.64,4,4_0,1.7708019614219666,3.367157146334648,0.22118685021996498,0.4591010219417513,0.40034126136451964,0.07790127396583557,0.9706721408292651,0.9278753595426679,COMPLETED,Sobol,64.939746,0.6372595437695564,0.02202906519711489
45,0.677,5,5_0,4.08510896936059,1.3048631735146046,0.8691467744298279,0.6474172614514828,0.6509050954133272,0.6639183750376105,0.011353542096912861,0.04000372905284166,COMPLETED,Sobol,164.53983,0.6814562921351166,0.024515309109794884
46,0.638,6,6_0,3.618058815598488,4.011059161275625,0.5373125428333879,0.21888167597353458,0.9613002727739512,0.8935855599120259,0.6611820263788104,0.4625579910352826,COMPLETED,Sobol,95.417507,0.6339677231952174,0.02223587492431041
47,0.67,7,7_0,2.307188916951418,2.066913865506649,0.5670717834495008,0.8743433515541256,0.3148990933783352,0.3702067453414202,0.3274966077879071,0.5698033096268773,COMPLETED,Sobol,176.552465,0.6602662184725222,0.022953338228226573
48,0.656,8,8_0,2.0910051874816418,3.786947298794985,0.47350380374118684,0.5555151070468128,0.8653019568882883,0.39696813002228737,0.9061779519543052,0.9402158930897713,COMPLETED,Sobol,90.018692,0.6501327922014504,0.023471766133371222
49,0.68,9,9_0,3.7806230261921883,1.8535290509462357,0.6150763032957911,0.5359493184834719,0.1578168266452849,0.8734197271987796,0.11497019324451685,0.08992667496204376,COMPLETED,Sobol,94.657772,0.6771890687356181,0.02276573467457559
1,0.628,10,10_0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,COMPLETED,FullyBayesian,1501.308519,0.6340146204626972,0.022373112768766284
2,0.645,11,11_0,5.0,5.0,1.0,1.0,0.1,1.0,0.0,0.0,COMPLETED,FullyBayesian,1149.105329,0.6474912155182795,0.024762272211726943
4,0.648,12,12_0,3.952399306986815,1.0,1.0,1.0,0.1,0.0,1.0,0.0,COMPLETED,FullyBayesian,2097.782846,0.645827881414442,0.023021043593598384
5,0.751,13,13_0,1.0,5.0,1.0,0.5660786162685103,0.1,1.0,1.0,0.0,COMPLETED,FullyBayesian,928.787597,0.7185848118799978,0.012349811586217774
6,0.643,14,14_0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,COMPLETED,FullyBayesian,2877.634797,0.6424005365468729,0.02493669787321234
7,0.644,15,15_0,1.0,5.0,1.0,1.0,0.1,1.0,0.0,1.0,COMPLETED,FullyBayesian,4294.759459,0.6464424483195199,0.023288832623749395
8,0.0,16,16_0,5.0,1.0,1.0,0.1,0.1,0.0,0.0,1.0,COMPLETED,FullyBayesian,3560.494647,0.0008524429630022423,0.024904879472267504
9,0.667,17,17_0,3.629257009838154,5.0,0.7516284133485563,0.6633496171378263,0.1,0.0,1.0,0.0,COMPLETED,FullyBayesian,455.390923,0.6521509103826962,0.021213496499423563
10,0.538,18,18_0,5.0,1.0,1.0,0.1,0.1,1.0,1.0,0.0,COMPLETED,FullyBayesian,1471.274432,0.5564970113276512,0.02691834198931433
11,0.627,19,19_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,COMPLETED,FullyBayesian,348.588976,0.6282661893345675,0.02158508499439415
12,0.735,20,20_0,1.0,5.0,1.0,0.1,0.1,1.0,1.0,0.0,COMPLETED,FullyBayesian,500.795961,0.7216196008616066,0.017445990444916584
13,0.704,21,21_0,1.0,5.0,1.0,0.5555820944356007,1.0,1.0,1.0,0.0,COMPLETED,FullyBayesian,499.023513,0.7044482946847666,0.018717382918270933
14,0.703,22,22_0,1.0,5.0,1.0,0.405529030302189,0.1,1.0,1.0,1.0,COMPLETED,FullyBayesian,1597.515819,0.7140888372372055,0.017878606741666424
16,0.557,23,23_0,1.0,5.0,0.1,1.0,0.1,1.0,1.0,0.0,COMPLETED,FullyBayesian,1246.935894,0.5735582610993146,0.021721973846989324
