,index,rm_scl,rm_comp,order,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,best_sem,seed,best_pred,raw_mean
4,4,True,True,False,3.333,15.95,10.00,1.000,0.1615,0.9833,0.3559,0.5885,0.05560,2.25e-05,14,0.7534,0.7580
