,index,rm_scl,rm_comp,order,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,best_sem,seed,best_pred,raw_mean
0,0,True,True,False,3.333,16.67,10.00,0.8565,0.2223,1.000,0.2852,0.7064,0.008407,1.86e-05,10,0.7632,0.7560
