,std1,std2,std3,comp1,comp2,mu1,mu3,mu2,comp3,seed,raw_mean,best_pred,best_sem
0,0.8565402470097121,0.22225173736695936,0.9999999999999264,0.28523677279488546,0.7063564689003149,3.333333333334414,10.0,16.666666666665098,0.008406758304799644,10,0.756,0.7631539506081824,1.8551576130281743e-05
1,0.9999999999999117,0.844611304623912,0.5642414846875541,0.7611336981129625,0.23886630188692035,16.66666666666655,10.0,3.333333333333403,1.1712852909795402e-13,11,0.749,0.7596234051859486,0.00011147751619474517
2,0.8658103823590694,0.682966919474041,0.8930999582747946,0.7782326031287314,0.2132375770069546,16.656014459313017,10.0,3.333333333333333,0.008529819864314003,12,0.742,0.7420784152510416,4.87591221946949e-05
3,0.1,0.8873028868326864,0.10000000001506756,0.5797867804085167,0.3172840561383277,14.622382730958263,10.0,3.333333333333333,0.1029291634531555,13,0.738,0.7555000775589028,1.381452838789409e-05
4,0.9999999999999922,0.16152569023195845,0.9832649529253112,0.3558511992913865,0.5885476399158451,3.333333333333333,10.0,15.945603540790694,0.055601160792768445,14,0.758,0.7534477882970299,2.2514792934762448e-05
5,0.5982780775488435,0.6416109067728594,0.6413182181614715,0.7701669698758734,0.22983303012410633,16.66666666666622,10.0,3.3333333333350934,2.020605904817785e-14,15,0.737,0.7471478154180567,4.997223297754752e-05
6,0.2513146987164607,0.8748552614064946,0.8727649912740556,0.2656296750845382,0.11941002097559984,14.562144443249457,10.0,3.3333333333333344,0.6149603039398619,16,0.747,0.7613852743909881,1.4343077185662086e-05
7,0.8952081167284516,0.4126115689005314,0.5844572210490779,0.16144935459237553,0.31634246789352866,3.3333333333333814,10.0,16.666666666666668,0.5222081775140959,17,0.73,0.7621463098988598,3.05206163116048e-05
8,0.37360765792678163,1.0,0.4412050624109638,0.6340659268377192,0.2602029432347597,16.666666666666668,10.0,3.333333333333333,0.1057311299275211,18,0.764,0.7634851284354235,3.142739566919817e-05
9,0.8942817720207615,0.2919216912773054,0.9114584579145496,0.3770086939433321,0.521716667619804,3.3333333333395037,10.0,13.933816609333892,0.1012746384368639,19,0.746,0.7593513436546296,4.60595768878409e-05
