,index,rm_scl,rm_comp,order,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,best_sem,seed,best_pred,raw_mean
8,8,True,True,False,16.67,3.333,10.00,0.3736,1.000,0.4412,0.6341,0.2602,0.1057,3.14e-05,18,0.7635,0.7640
