,index,rm_scl,rm_comp,order,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,best_sem,seed,best_pred,raw_mean
9,9,True,True,False,3.333,13.93,10.00,0.8943,0.2919,0.9115,0.3770,0.5217,0.1013,4.61e-05,19,0.7594,0.746
