,index,rm_scl,rm_comp,order,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,best_sem,seed,best_pred,raw_mean
2,2,True,True,False,16.66,3.333,10.00,0.8658,0.683,0.8931,0.7782,0.2132,0.00853,4.88e-05,12,0.7421,0.742
