,index,rm_scl,rm_comp,order,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,best_sem,seed,best_pred,raw_mean
3,3,True,True,False,14.62,3.333,10.00,0.1000,0.8873,0.1000,0.5798,0.3173,0.1029,1.38e-05,13,0.7555,0.738
