,index,rm_scl,rm_comp,order,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,best_sem,seed,best_pred,raw_mean
5,5,True,True,False,16.67,3.333,10.00,0.5983,0.6416,0.6413,0.7702,0.2298,2.02e-14,5.00e-05,15,0.7471,0.737
