,vol_frac,trial_index,arm_name,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,trial_status,generation_method,runtime,trial_start_datetime,trial_complete_datetime,time_elapsed,vol_frac_pred,vol_frac_sigma
0,0.541,0,0_0,4.020912408828735,3.6482462882995605,1.5195159316062927,0.2435818001627922,0.17623656764626505,0.18459391519427298,0.4742829203605652,0.46988731622695923,0.5271613597869873,COMPLETED,Sobol,1321.487299,2022-07-06 19:11:55.621112,,1321.487299,0.5436324389676326,0.004498210339498513
3,0.661,1,1_0,1.7926623187959194,1.3499736040830612,3.4045107550919056,0.8213407858274877,0.7578899020329117,0.8066809964366257,0.6898246919736266,0.7491083312779665,0.36849215254187584,COMPLETED,Sobol,12417.825521,2022-07-06 19:11:55.835539,,12418.039948,0.6611128381271704,0.004502341259182261
15,0.673,2,2_0,2.5719151087105274,4.268334791064262,2.7209363095462322,0.34889475237578155,0.9160458134487272,0.7317582678049803,0.20049561746418476,0.8930058432742953,0.1538668554276228,COMPLETED,Sobol,18188.571802,2022-07-06 19:11:55.971176,,18188.921866,0.6727394993144631,0.004502256401047464
27,0.669,3,3_0,3.3665837459266186,2.722003899514675,4.359370410442352,0.6737450246699155,0.3481236734427512,0.4471437207423151,0.9790256852284074,0.13701053615659475,0.9990593669936061,COMPLETED,Sobol,12483.845983,2022-07-06 19:11:56.115789,,12484.34066,0.6687889500993477,0.00450513541247479
39,0.665,4,4_0,3.8706823624670506,4.586579538881779,3.683803364634514,0.6187019424512983,0.5291699371300638,0.25615332555025816,0.1195590877905488,0.7588579198345542,0.10161997098475695,COMPLETED,Sobol,2424.058987,2022-07-06 19:11:56.265389,,2424.703264,0.6650970624677817,0.004490729018603287
51,0.654,5,5_0,2.0676939450204372,2.4152637720108032,1.298786636441946,0.5164312430657446,0.8474861320108176,0.990877737570554,0.8414563853293657,0.022638055495917797,0.7602891623973846,COMPLETED,Sobol,867.668822,2022-07-06 19:11:56.421971,,868.469681,0.6542514508820421,0.004497987123118786
63,0.725,6,6_0,1.2884301133453846,3.4664450883865356,4.576111529022455,0.9915131486952304,0.5768473733216525,0.5775546316057444,0.33060217555612326,0.36941600777208805,0.7327288705855608,COMPLETED,Sobol,18484.0767,2022-07-06 19:11:56.587528,,18485.043116,0.7273915027144814,0.0038679733514630234
75,0.617,7,7_0,4.525022964924574,1.5431573167443275,2.437697447836399,0.18590115932747722,0.24479311844334006,0.4053576870821417,0.6145112030208111,0.5980999823659658,0.38753636088222265,COMPLETED,Sobol,2242.020762,2022-07-06 19:11:56.762062,,2243.161712,0.6169793727669847,0.004498760512204937
87,0.683,8,8_0,4.856665700674057,4.00837292522192,4.841510146856308,0.468247233144939,0.6979391350410878,0.5404397496022284,0.0430430993437767,0.8504119571298361,0.044291285797953606,COMPLETED,Sobol,14158.964356,2022-07-06 19:26:24.132681,,15027.475925,0.68246771429295,0.00449494109582778
91,0.671,9,9_0,1.082017444074154,2.9931652396917343,2.2035798244178295,0.5966894243843853,0.1161763656884432,0.7057153375819325,0.7615678487345576,0.11809549666941166,0.827990042977035,COMPLETED,Sobol,9770.228278,2022-07-06 19:33:57.149301,,11091.756467,0.6707071459721212,0.004498240074352379
1,0.694,10,10_0,1.3800019788249829,3.3091723427185986,4.386105580961749,0.92817354680589,0.500500057591758,0.6109136244535818,0.4792615677468318,0.30059996180225473,0.7865482571096959,COMPLETED,GPEI,28051.927251,2022-07-07 00:20:01.479048,,46537.785187,0.6958053399091066,0.004306372237728224
2,0.728,11,11_0,1.2689597168771996,3.626099314075345,4.753858674580966,1.0,0.6610813927962336,0.5533430022445682,0.1862004101072661,0.45313891032381654,0.6583417821788057,COMPLETED,GPEI,24871.153405,2022-07-07 00:20:03.823688,,43359.355981,0.7304069305487549,0.0037927576798571705
4,0.74,12,12_0,1.0,3.494035597256245,4.756403739721719,1.0,0.5513898366245532,0.4868652750626856,0.22777835457277923,0.2832815796297854,0.8726309276430833,COMPLETED,GPEI,31471.428021,2022-07-07 00:20:06.175400,,49961.982309,0.7414904989336617,0.003821294056609156
5,0.723,13,13_0,1.3263609636219946,3.6413828427154753,4.393963021697823,1.0,0.5743447980908665,0.678540709512093,0.45193383051884917,0.431123525022199,0.596969205767712,COMPLETED,GPEI,30485.992605,2022-07-07 00:20:08.533094,,48978.904587,0.720903065651631,0.00418350823322035
6,0.682,14,14_0,2.0092632013441913,2.7622766110621555,4.6838603692060286,1.0,0.6477096562381662,0.539642286390869,0.31664685016229055,0.40494764381087134,0.7712935986531821,COMPLETED,GPEI,19498.363258,2022-07-07 00:20:10.304358,,37993.046504,0.6821651375606745,0.004418533169195471
7,0.745,15,15_0,1.0,3.6954343938011394,3.7938307757324967,1.0,0.4699468980382948,0.6310182679124307,0.26151095926221224,0.3324536083685673,0.7214352009814058,COMPLETED,GPEI,32516.299985,2022-07-07 00:20:13.110854,,51013.789727,0.7442840136395616,0.0037905886094582717
8,0.721,16,16_0,1.0,3.67826283462909,5.0,1.0,0.6987877463754598,0.46601134562493673,0.47081927916924615,0.3992509627904408,0.7405314404213154,COMPLETED,GPEI,32246.959217,2022-07-07 00:20:15.407712,,50746.745817,0.7204555435613107,0.004321929961791105
9,0.718,17,17_0,1.498729409010143,3.662539112104643,5.0,1.0,0.4823350318604619,0.7454664467923144,0.2780073451097677,0.283211771618916,0.7381767045955869,COMPLETED,GPEI,29290.781655,2022-07-07 00:20:18.572249,,47793.732792,0.7173603158432768,0.004125887801203909
10,0.762,18,18_0,1.0,3.5230511484707634,4.910016677770447,0.9139962182969772,0.4713539823455606,0.48859296448300793,0.34575019744953167,0.47641154926560125,0.6261898321438771,COMPLETED,GPEI,33834.993182,2022-07-07 05:45:12.508346,,71831.880416,0.7548363390696305,0.0028736831824127274
11,0.739,19,19_0,1.0031714326744277,3.925361743882971,4.335848104253763,0.9265567734484604,0.7394575776515635,0.6012243045746245,0.24655527250622933,0.36526611545475907,0.7238927038272973,COMPLETED,GPEI,29149.593931,2022-07-07 07:14:37.582125,,72511.554944,0.7400608882463552,0.003939125588637692
12,0.741,20,20_0,1.0,3.48043887704907,4.823970568406583,1.0,0.6195642011743077,0.5604918545360912,0.1620641292218066,0.2462079815421375,0.6049551598676539,COMPLETED,GPEI,30753.711776,2022-07-07 08:07:39.906916,,77297.99758,0.7409322481281951,0.004044767549153551
13,0.74,21,21_0,1.2483648841865285,4.039681295044316,4.98912744094629,1.0,0.5628432585372717,0.6489919233424192,0.23146973777127205,0.4947476305547838,0.7629108455764224,COMPLETED,GPEI,29357.792489,2022-07-07 08:28:32.470535,,77154.641912,0.7389913470517696,0.0037468166288669633
14,0.725,22,22_0,1.546142464362615,4.021413315164444,4.4214566279591505,1.0,0.5470177076054594,0.626779978649676,0.2006425045491882,0.38685152437140957,0.5869528891949062,COMPLETED,GPEI,25982.23782,2022-07-07 08:48:16.636056,,74963.252764,0.7252358360303358,0.004079257674601933
16,0.755,23,23_0,1.0,4.186961107209538,4.9615690122102825,1.0,0.5028545722808024,0.4437506321357406,0.1464831572577799,0.30432044061405994,0.7796126085760982,COMPLETED,GPEI,34290.668209,2022-07-07 09:04:40.783917,,84255.831014,0.752915930073373,0.0037283216812808565
