,vol_frac,trial_index,arm_name,mu1_div_mu3,mu2_div_mu3,std1,std2,std3,comp1,comp2,trial_status,generation_method,comp3,runtime,vol_frac_pred,vol_frac_sigma
0,0.663,0,0_0,0.7534266660610835,0.658432054022948,0.227901893761009,0.6891568476334214,0.10367284351959825,0.3155042873695493,0.24274539574980736,COMPLETED,Sobol,0.44175031688064337,121.10888,0.6595803254513674,0.012137620777674387
3,0.663,1,1_0,0.37620677053928375,1.137461096048355,0.9339345382526517,0.5448112188838422,0.34301458997651935,0.014741187915205956,0.8752775592729449,COMPLETED,Sobol,0.10998125281184912,182.131896,0.6629779207575823,0.012195799548571121
15,0.681,2,2_0,0.6196382207175096,0.9720399640500546,0.6269241326488555,0.3920317828655243,0.49731784174218774,0.43606566451489925,0.36614271998405457,COMPLETED,Sobol,0.19779161550104618,119.79809,0.6764516568372265,0.008875024228770212
27,0.64,3,3_0,0.9084327183663845,1.4931342738370101,0.42593320496380327,0.5851857920177282,0.2866504150442779,0.23686267901211977,0.5138736283406615,COMPLETED,Sobol,0.2492636926472187,73.823786,0.6428973632554464,0.012084696153896306
39,0.621,4,4_0,1.000704531868299,0.4558721259236336,0.7767433118075132,0.14569072481244805,0.5522788089700045,0.8578561758622527,0.06545815616846085,COMPLETED,Sobol,0.07668566796928644,200.915561,0.6259640600885866,0.012204246998071292
51,0.654,5,5_0,0.9852191992104053,0.7393543533980846,0.833882643468678,0.8128973720595241,0.7020464042201638,0.08023806940764189,0.28698805347085,COMPLETED,Sobol,0.6327738771215081,200.719722,0.6543939413494757,0.012032404160996069
63,0.639,6,6_0,0.5298312293986479,1.5519919979075592,0.19112465074285867,0.16971723986789583,0.9408260099589825,0.27942734211683273,0.5910446522757411,COMPLETED,Sobol,0.12952800560742617,48.139722,0.6420645680755438,0.012201785073735504
75,0.666,7,7_0,1.3955823853611946,0.5042735164364179,0.5680203936062753,0.6243994288146496,0.418515275977552,0.6278068367391825,0.015660684555768967,COMPLETED,Sobol,0.35653247870504856,159.009686,0.6626034832351764,0.012186238612693663
87,0.595,8,8_0,0.4764282082517942,0.38147568951050437,0.44188497252762315,0.3188969317823649,0.8706781389191747,0.17162174731492996,0.16758757084608078,COMPLETED,Sobol,0.6607906818389893,61.438378,0.6043437634827646,0.012181884452977857
99,0.662,9,9_0,1.1929552853107452,1.195608340203762,0.860233114939183,0.5607077362947166,0.996315591968596,0.14723661448806524,0.19631578493863344,COMPLETED,Sobol,0.6564476005733013,136.704312,0.6614388516640846,0.012079262127375683
1,0.666,10,10_0,0.6181649849536444,0.983591789738721,0.7528068923698006,0.5051542357893484,0.41138374978587233,0.37383559706956004,0.4598637346948258,COMPLETED,GPEI,0.16630066823561418,160.446013,0.6735201833763612,0.01039859347500749
2,0.636,11,11_0,0.7870415210313786,0.9411679232789143,0.5198055018613923,0.49411222448238157,0.4093069333249666,0.5012221296464017,0.2601926212123033,COMPLETED,GPEI,0.23858524914129497,82.790261,0.6420356200029846,0.011423835973970951
4,0.704,12,12_0,0.5611945970798449,1.1572458984445377,0.6680428877913988,0.29782196884627676,0.563023729958177,0.4735891445803408,0.3596650215494138,COMPLETED,GPEI,0.16674583387024544,184.150752,0.699473308635672,0.008369551361188481
5,0.678,13,13_0,0.4686040481141591,0.926372207950793,0.548623826274998,0.3280532724520673,0.38848536709195536,0.41241481222763415,0.5143950007546055,COMPLETED,GPEI,0.07319018701776026,125.464077,0.676851268375443,0.010991569177696106
