,mu1,mu2,mu3,std1,std2,std3,comp1,comp2,comp3,seed,raw_mean,best_pred,best_sem
0,4.433,4.046,4.232,0.2057,0.2928,0.3244,0.4024,0.1431,0.5611,10,0.5270,0.5270,nan
1,2.677,3.204,3.083,0.1933,0.6807,0.8342,0.6897,0.4162,0.7395,11,0.5430,0.5430,nan
